Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,17.98,5.76,7.60,-1.37,2.37
Depreciation/Depletion,2.31,1.94,1.95,3.08,2.97
Non-Cash Items,4.83,4.44,3.28,2.46,2.42
Cash Taxes Paid,1.71,2.16,2.29,2.08,0.65
Changes in Working Capital,-4.48,-2.93,-0.66,2.44,-10.61
Cash from Operating Activities,22.19,10.78,13.88,7.92,-1.80
Capital Expenditures,-4.34,-4.04,-1.81,-0.83,-0.77
"Other Investing Cash Flow Items, Total",-6.19,6.25,0.94,1.32,5.04
Cash from Investing Activities,-10.53,2.21,-0.87,0.48,4.27
Total Cash Dividends Paid,-12.25,-15.80,-12.28,-5.26,-1.27
"Issuance (Retirement) of Stock, Net",0.64,0.16,-0.44,0.00,-0.11
Cash from Financing Activities,-11.61,-15.64,-12.72,-7.02,0.39
Foreign Exchange Effects,0.11,-0.09,-0.19,0.07,-0.07
Net Change in Cash,0.17,-2.73,0.10,1.45,2.80
