Fiscal Year,2017,2018,2019,2020,2021
Period Ended,28 Feb 2017,28 Feb 2018,28 Feb 2019,29 Feb 2020,28 Feb 2021
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,67.65,52.45,0.00,0.00,0.00
Total Revenue,67.65,52.45,0.00,0.00,0.00
"Selling/General/Admin. Expenses, Total",6.84,7.43,0.64,0.64,0.53
Depreciation/Amortisation,2.25,1.76,0,0,0
Unusual Expense (Income),0.01,-0.14,0,0,0
"Other Operating Expenses, Total",-0.15,0.43,0.00,-7.78,-0.03
Total Operating Expense,60.68,42.56,0.64,-7.15,0.50
Operating Income,6.97,9.89,-0.64,7.15,-0.50
"Interest Inc.(Exp.),Net-Non-Op., Total",-0.71,-1.83,0,0,0
"Other, Net",0,0,0,0,0
Net Income Before Taxes,6.26,8.06,-0.64,7.15,-0.50
Provision for Income Taxes,0.99,1.67,0.00,0.00,0.00
Net Income After Taxes,5.27,6.39,-0.64,7.15,-0.50
Net Income Before Extra. Items,4.37,5.57,-0.64,7.15,-0.50
Net Income,4.37,5.57,0.99,10.70,-0.51
Income Available to Com Excl ExtraOrd,4.37,5.57,-0.64,7.15,-0.50
Income Available to Com Incl ExtraOrd,4.37,5.57,0.99,10.70,-0.51
Diluted Net Income,4.37,5.57,0.99,10.70,-0.51
Diluted Weighted Average Shares,251.04,283.78,298.79,301.00,301.00
Diluted EPS Excluding ExtraOrd Items,0.02,0.02,-0.00,0.02,-0.00
DPS - Common Stock Primary Issue,0.01,0.01,0.00,0.00,0
Diluted Normalised EPS,0.02,0.02,-0.00,0.02,-0.00
