Fiscal Year,2017,2018,2019,2020,2021
Period Ended,28 Feb 2017,28 Feb 2018,28 Feb 2019,29 Feb 2020,28 Feb 2021
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,6.26,8.06,-0.64,7.15,-0.50
Depreciation/Depletion,2.37,2.06,0.08,0.05,0.00
Non-Cash Items,0.34,1.68,2.74,-4.45,0.00
Cash Taxes Paid,0.81,1.53,0,0,0
Changes in Working Capital,1.27,0.37,1.28,-2.63,1.77
Cash from Operating Activities,10.30,12.17,3.46,0.12,1.28
Capital Expenditures,-1.31,-2.02,-0.00,-0.01,0.00
"Other Investing Cash Flow Items, Total",-0.90,-1.84,-2.34,36.74,0.00
Cash from Investing Activities,-2.22,-3.86,-2.34,36.73,0.00
Total Cash Dividends Paid,0,-4.53,-1.51,-10.90,0
"Issuance (Retirement) of Stock, Net",0,5.66,-0.05,0.00,0
Cash from Financing Activities,-3.94,-2.84,0.54,-46.48,-1.48
Foreign Exchange Effects,0.18,0.18,0,0,0
Net Change in Cash,4.32,5.65,1.65,-9.63,-0.20
