Fiscal Year,2017,2018,2019,2020,2021
Period Ended,31 Mar 2017,31 Mar 2018,31 Mar 2019,31 Mar 2020,31 Mar 2021
Source,ARS,ARS,ARS,ARS,PRESS
Net Income/Starting Line,18.54,1.66,-9.13,-4.81,0.77
Depreciation/Depletion,9.80,9.34,8.65,9.54,9.02
Non-Cash Items,-9.91,2.16,4.34,3.13,2.45
Cash Taxes Paid,0.03,0.03,-0.16,0.05,-0.04
Changes in Working Capital,-13.21,4.60,-1.39,1.14,-4.34
Cash from Operating Activities,5.22,17.76,2.46,9.00,7.91
Capital Expenditures,-4.77,-3.68,-0.65,-1.76,-1.55
"Other Investing Cash Flow Items, Total",32.27,0.62,0.37,0.23,2.70
Cash from Investing Activities,27.50,-3.07,-0.28,-1.53,1.15
Total Cash Dividends Paid,0,0,0,0,0
"Issuance (Retirement) of Stock, Net",0,8.89,0.00,0,0
Cash from Financing Activities,-38.67,-6.58,-3.24,-7.56,-5.53
Foreign Exchange Effects,-0.03,-0.05,-0.03,-0.01,0.01
Net Change in Cash,-5.97,8.06,-1.10,-0.10,3.54
