Fiscal Year,2017,2018,2019,2020,2021
Period Ended,31 Mar 2017,31 Mar 2018,31 Mar 2019,31 Mar 2020,31 Mar 2021
Source,ARS,Interim Report,ARS,ARS,PRESS
Cash,6.64,4.67,3.57,2.83,7.01
Short Term Investments,0.06,0.06,0.05,0.04,0.05
Cash and Short Term Investments,8.41,7.26,5.22,3.03,7.22
"Accounts Receivable - Trade, Net",47.87,49.23,50.98,49.28,48.61
"Total Receivables, Net",47.87,49.23,50.98,49.28,48.61
Prepaid Expenses,0,0,3.67,2.88,3.41
"Other Current Assets, Total",0.00,0,0,10.87,0.00
Total Current Assets,66.24,69.33,66.75,72.86,66.75
"Property/Plant/Equipment, Total - Gross",0,0,0,0,0
"Accumulated Depreciation, Total",0,0,0,0,0
"Property/Plant/Equipment, Total - Net",62.16,55.91,46.98,39.71,34.38
"Goodwill, Net",0,0,0,0,0
"Intangibles, Net",0.23,0.23,0.23,0.23,0.23
Long Term Investments,0,0,0,0,3.28
Total Assets,132.76,129.20,116.89,112.80,104.63
Accounts Payable,0,0,0,0,0
Accrued Expenses,0,0,0,0,0
Notes Payable/Short Term Debt,3.47,0.00,0.00,0.00,0
"Other Current liabilities, Total",2.30,2.55,2.53,6.44,1.85
Total Current Liabilities,56.28,50.24,43.08,91.58,82.12
Total Long Term Debt,53.02,44.51,50.58,2.74,2.81
Total Debt,71.28,59.38,58.05,59.77,58.82
Deferred Income Tax,0.31,0.05,0.04,0.03,0.03
"Other Liabilities, Total",0,0,0,0,0
Total Liabilities,109.61,94.80,93.69,94.35,84.97
"Common Stock, Total",71.12,79.81,79.81,79.81,79.81
Retained Earnings (Accumulated Deficit),-47.97,-45.40,-56.61,-61.36,-60.14
Treasury Stock - Common,0,0,0,0,0
Unrealised Gain (Loss),0,0,0,0,0
"Other Equity, Total",0,0,0,0,0
Total Equity,23.15,34.41,23.20,18.45,19.66
Total Liabilities & Shareholders' Equity,132.76,129.20,116.89,112.80,104.63
Total Common Shares Outstanding,907.12,1184.81,1184.81,1184.81,1184.81
"Tangible Book Value per Share, Common Eq",0.03,0.03,0.02,0.02,0.02
