Fiscal Year,2017,2018,2019,2020,2021
Period Ended,31 Mar 2017,31 Mar 2018,31 Mar 2019,31 Mar 2020,31 Mar 2021
Source,ARS,ARS,ARS,ARS,ARS
Cash,0,0,0,0,0
Short Term Investments,0.00,1.81,0.93,0.13,0.13
Cash and Short Term Investments,9.05,9.96,6.55,3.01,5.16
"Accounts Receivable - Trade, Net",63.21,56.95,45.19,13.36,9.23
"Total Receivables, Net",63.24,56.96,45.20,13.37,9.23
Prepaid Expenses,1.85,2.64,1.35,0.45,0.40
"Other Current Assets, Total",29.93,0.00,14.83,0.00,0
Total Current Assets,107.75,71.46,68.19,16.85,14.82
"Property/Plant/Equipment, Total - Gross",0,0,0,0,0
"Accumulated Depreciation, Total",0,0,0,0,0
"Property/Plant/Equipment, Total - Net",55.67,51.41,35.34,5.08,4.14
"Goodwill, Net",0,0,0,0,0
"Intangibles, Net",1.68,1.52,1.30,2.70,3.66
Long Term Investments,0.00,0.62,0.62,6.84,4.84
Total Assets,167.64,127.57,107.87,41.84,38.36
Accounts Payable,0,0,0,0,0
Accrued Expenses,0,0,0,0,0
Notes Payable/Short Term Debt,4.55,3.93,8.51,3.85,0.00
"Other Current liabilities, Total",16.95,5.24,16.10,1.83,3.51
Total Current Liabilities,90.24,66.32,77.67,18.03,14.24
Total Long Term Debt,3.55,4.65,1.36,7.08,8.94
Total Debt,39.90,32.09,35.55,13.77,12.06
Deferred Income Tax,2.55,2.10,1.95,0.25,0.27
"Other Liabilities, Total",0.00,0,0,0,2.70
Total Liabilities,104.56,73.46,81.18,25.52,26.27
"Common Stock, Total",75.64,77.65,77.65,78.62,79.20
Retained Earnings (Accumulated Deficit),-12.57,-26.31,-53.74,-65.07,-69.88
Treasury Stock - Common,0,0,0,0,0
Unrealised Gain (Loss),0,0,0,0,0
"Other Equity, Total",0.00,2.77,2.77,2.77,2.77
Total Equity,63.07,54.11,26.69,16.32,12.09
Total Liabilities & Shareholders' Equity,167.64,127.57,107.87,41.84,38.36
Total Common Shares Outstanding,879.17,907.97,907.97,944.87,964.87
"Tangible Book Value per Share, Common Eq",0.07,0.06,0.03,0.01,0.01
