Fiscal Year,2017,2018,2019,2020,2021
Period Ended,31 Mar 2017,31 Mar 2018,31 Mar 2019,31 Mar 2020,31 Mar 2021
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,-12.06,-20.16,-5.58,-21.97,-4.67
Depreciation/Depletion,5.61,4.59,4.29,2.74,1.64
Non-Cash Items,0.57,9.14,-7.99,3.76,5.51
Cash Taxes Paid,-0.14,0.12,0.01,0.00,-0.00
Changes in Working Capital,2.98,4.33,4.61,17.87,3.96
Cash from Operating Activities,-2.66,-1.92,-4.50,2.65,6.80
Capital Expenditures,-4.35,-0.65,-1.98,-1.97,-1.89
"Other Investing Cash Flow Items, Total",0.45,2.17,0.28,3.67,0.01
Cash from Investing Activities,-3.90,1.52,-1.70,1.70,-1.88
Total Cash Dividends Paid,0,0,0,0,0
"Issuance (Retirement) of Stock, Net",2.77,2.02,0.00,0.96,0.00
Cash from Financing Activities,4.53,0.29,7.19,-8.91,-3.34
Foreign Exchange Effects,0.72,-0.33,0.36,0.16,-0.00
Net Change in Cash,-1.32,-0.43,1.35,-4.40,1.57
