Fiscal Year,2017,2018,2019,2020,2021
Period Ended,31 Mar 2017,31 Mar 2018,31 Mar 2019,31 Mar 2020,31 Mar 2021
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,60.96,47.85,28.07,10.64,22.87
Total Revenue,60.96,47.85,28.07,10.64,22.87
"Selling/General/Admin. Expenses, Total",15.55,10.41,4.09,4.71,5.37
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),-0.24,0.18,0.00,0.63,-0.03
"Other Operating Expenses, Total",5.71,12.29,3.97,4.69,1.46
Total Operating Expense,69.11,64.28,31.54,30.48,24.63
Operating Income,-8.15,-16.42,-3.47,-19.84,-1.76
"Interest Inc.(Exp.),Net-Non-Op., Total",-3.91,-3.74,-2.11,-2.14,-2.91
"Other, Net",0,0,0,0,0
Net Income Before Taxes,-12.06,-20.16,-5.58,-21.97,-4.67
Provision for Income Taxes,-0.35,-0.53,-0.18,-0.25,-0.03
Net Income After Taxes,-11.71,-19.63,-5.40,-21.72,-4.64
Net Income Before Extra. Items,-11.74,-19.69,-5.26,-21.67,-4.60
Net Income,-15.47,-11.60,-27.18,-11.77,-4.60
Income Available to Com Excl ExtraOrd,-11.74,-19.69,-5.26,-21.67,-4.60
Income Available to Com Incl ExtraOrd,-15.47,-11.60,-27.18,-11.77,-4.60
Diluted Net Income,-15.47,-11.60,-27.18,-11.77,-4.60
Diluted Weighted Average Shares,833.01,901.11,907.97,933.98,960.70
Diluted EPS Excluding ExtraOrd Items,-0.01,-0.02,-0.01,-0.02,-0.00
DPS - Common Stock Primary Issue,0,0,0,0,0
Diluted Normalised EPS,-0.01,-0.02,-0.00,-0.02,-0.00
