Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,Interim Report,ARS,ARS,ARS
Cash,0,38.94,4.81,14.26,36.62
Short Term Investments,0.00,49.54,85.07,80.35,36.56
Cash and Short Term Investments,46.05,88.48,89.88,94.61,73.17
"Accounts Receivable - Trade, Net",0.00,3.95,3.74,0.31,0.57
"Total Receivables, Net",0.00,3.95,3.74,3.92,4.20
Prepaid Expenses,0.00,0,0,0.06,0.01
"Other Current Assets, Total",62.68,0,0,0,34.26
Total Current Assets,108.73,92.44,93.62,98.58,125.01
"Property/Plant/Equipment, Total - Gross",0,0.01,0.06,2.53,1.65
"Accumulated Depreciation, Total",0,-0.00,-0.01,-0.44,-0.17
"Property/Plant/Equipment, Total - Net",0.00,0.01,0.05,2.09,1.48
"Goodwill, Net",0.00,0,0,0,0
"Intangibles, Net",0,0,0,0,0
Long Term Investments,0,0,0,0,0.80
Total Assets,108.73,92.45,93.67,100.67,127.28
Accounts Payable,0,0,0,5.80,21.27
Accrued Expenses,0,0,0,0.44,1.05
Notes Payable/Short Term Debt,0.00,0.00,0.00,0.00,0.00
"Other Current liabilities, Total",73.74,0.17,0.32,0.92,1.32
Total Current Liabilities,74.13,0.62,0.78,7.83,24.34
Total Long Term Debt,0.00,0.00,0.00,0.89,0.37
Total Debt,0.00,0.00,0.00,1.56,1.07
Deferred Income Tax,0,0,0,0,0
"Other Liabilities, Total",0.00,0,0,0,0
Total Liabilities,74.13,0.62,0.78,8.72,33.24
"Common Stock, Total",100.29,149.85,149.85,149.85,149.85
Retained Earnings (Accumulated Deficit),-65.69,-57.54,-55.62,-55.54,-54.86
Treasury Stock - Common,0,0,0,0,0
Unrealised Gain (Loss),0,0,0,0,0
"Other Equity, Total",0,-0.48,-1.33,-2.35,-0.94
Total Equity,34.60,91.83,92.90,91.95,94.05
Total Liabilities & Shareholders' Equity,108.73,92.45,93.67,100.67,127.28
Total Common Shares Outstanding,3120.00,5880.65,5880.65,5880.65,5880.65
"Tangible Book Value per Share, Common Eq",0.01,0.02,0.02,0.02,0.02
