Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,0.00,2.44,1.80,2.29,1.13
Total Revenue,0.00,2.44,1.80,2.29,1.13
"Selling/General/Admin. Expenses, Total",1.62,1.07,1.93,2.59,2.52
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),0,-11.06,0.00,0,0
"Other Operating Expenses, Total",0.01,0.06,0.00,0,0
Total Operating Expense,1.63,-9.36,2.26,3.01,2.57
Operating Income,-1.63,11.80,-0.46,-0.72,-1.44
"Interest Inc.(Exp.),Net-Non-Op., Total",-0.34,-2.36,2.91,1.62,2.10
"Other, Net",0,0,0,0,0.09
Net Income Before Taxes,-1.97,9.44,2.45,0.90,0.75
Provision for Income Taxes,0.00,0.45,0.54,0.82,0.44
Net Income After Taxes,-1.97,8.99,1.92,0.08,0.31
Net Income Before Extra. Items,-0.59,8.99,1.92,0.08,0.69
Net Income,-6.50,8.99,1.92,0.08,0.69
Income Available to Com Excl ExtraOrd,-0.59,8.99,1.92,0.08,0.69
Income Available to Com Incl ExtraOrd,-6.50,8.99,1.92,0.08,0.69
Diluted Net Income,-6.50,8.99,1.92,0.08,0.69
Diluted Weighted Average Shares,1207.50,4428.99,5880.65,5880.65,5880.65
Diluted EPS Excluding ExtraOrd Items,-0.00,0.00,0.00,0.00,0.00
DPS - Common Stock Primary Issue,0,0,0,0,0
Diluted Normalised EPS,-0.00,0.00,0.00,0.00,0.00
