Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,-7.87,8.99,1.92,0.90,0.75
Depreciation/Depletion,1.81,0.00,0.01,0.57,0.79
Non-Cash Items,3.01,-8.26,-2.91,-1.60,-2.15
Cash Taxes Paid,0,0,-0.54,0,-0.02
Changes in Working Capital,-4.47,-0.17,2.13,-10.37,-21.72
Cash from Operating Activities,-7.53,0.56,1.15,-10.50,-22.33
Capital Expenditures,-2.05,-0.01,-0.05,-0.59,-0.00
"Other Investing Cash Flow Items, Total",11.56,-14.65,0.00,-19.32,20.12
Cash from Investing Activities,9.52,-14.66,-0.05,-19.91,20.12
Total Cash Dividends Paid,0,0,0,0,0
"Issuance (Retirement) of Stock, Net",45.00,48.72,0.00,0,0
Cash from Financing Activities,48.71,48.72,0.00,5.28,10.15
Foreign Exchange Effects,0.04,-3.22,0.30,-1.65,1.99
Net Change in Cash,50.73,31.40,1.40,-26.78,9.93
