Fiscal Year,2015,2016,2017,2018,2019
Period Ended,31 Dec 2015,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,-1713.62,-82.70,-3915.18,-5.16,-48.35
Depreciation/Depletion,95.18,104.30,83.06,0.66,57.09
Non-Cash Items,1264.41,88.27,617.84,7.29,148.73
Cash Taxes Paid,33.67,-36.30,3.76,-0.06,15.38
Changes in Working Capital,96.30,-720.45,3186.85,-48.00,-114.98
Cash from Operating Activities,-235.53,-592.48,-8.64,-45.22,42.49
Capital Expenditures,-87.19,-114.22,-69.02,-0.17,-18.80
"Other Investing Cash Flow Items, Total",-199.74,1842.75,-18.73,466.04,58.69
Cash from Investing Activities,-286.93,1728.52,-87.76,465.87,39.90
Total Cash Dividends Paid,-46.42,0.00,0,0,0
"Issuance (Retirement) of Stock, Net",-102.01,496.46,0.00,0,0
Cash from Financing Activities,1544.82,-1598.54,-409.90,0.82,-160.61
Foreign Exchange Effects,-17.33,-1.46,10.08,0.25,-1.79
Net Change in Cash,1005.04,-463.95,-496.21,421.73,-80.02
