Fiscal Year,2017,2018,2019,2020,2021
Period Ended,30 Apr 2017,30 Apr 2018,30 Apr 2019,30 Apr 2020,30 Apr 2021
Source,ARS,ARS,ARS,ARS,PRESS
Net Income/Starting Line,1.67,-26.80,-16.80,0.81,0.79
Depreciation/Depletion,2.89,3.05,3.40,4.60,4.06
Non-Cash Items,-0.64,32.19,18.36,-0.44,4.43
Cash Taxes Paid,1.36,1.38,0.73,1.24,0.93
Changes in Working Capital,1.60,0.59,4.67,2.50,2.49
Cash from Operating Activities,6.87,10.36,10.97,8.87,13.11
Capital Expenditures,-8.22,-11.06,-7.19,-10.11,-3.86
"Other Investing Cash Flow Items, Total",0.15,0.14,-0.33,0.72,0.00
Cash from Investing Activities,-8.07,-10.91,-7.52,-9.39,-3.86
Total Cash Dividends Paid,0,0,0,0,0
"Issuance (Retirement) of Stock, Net",0.54,1.58,0,0,0
Cash from Financing Activities,-0.24,0.42,-1.69,3.38,-5.34
Foreign Exchange Effects,0.14,0.07,-0.06,0.09,0.03
Net Change in Cash,-1.30,-0.06,1.70,2.95,3.94
