Fiscal Year,2017,2018,2019,2020,2021
Period Ended,30 Apr 2017,30 Apr 2018,30 Apr 2019,30 Apr 2020,30 Apr 2021
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,PRESS
Revenue,46.41,58.62,63.00,52.48,72.56
Total Revenue,46.41,58.62,63.00,52.48,72.56
"Selling/General/Admin. Expenses, Total",0.59,6.40,3.27,0.20,0.19
Depreciation/Amortisation,4.24,4.38,4.74,6.01,5.40
Unusual Expense (Income),0.40,23.22,16.23,0.08,0.08
"Other Operating Expenses, Total",0.24,1.45,1.52,0.30,2.92
Total Operating Expense,44.74,85.42,79.80,51.67,71.78
Operating Income,1.67,-26.80,-16.80,0.81,0.79
"Interest Inc.(Exp.),Net-Non-Op., Total",0.00,0,0,0,0
"Other, Net",0,0,0,0,0
Net Income Before Taxes,1.67,-26.80,-16.80,0.81,0.79
Provision for Income Taxes,1.18,0.76,-0.86,0.64,0.34
Net Income After Taxes,0.49,-27.56,-15.94,0.16,0.45
Net Income Before Extra. Items,-0.21,-28.47,-16.77,-0.13,-0.11
Net Income,-0.21,-28.47,-16.77,-0.13,-0.11
Income Available to Com Excl ExtraOrd,-0.21,-28.47,-16.77,-0.13,-0.11
Income Available to Com Incl ExtraOrd,-0.21,-28.47,-16.77,-0.13,-0.11
Diluted Net Income,-0.21,-28.47,-16.77,-0.13,-0.11
Diluted Weighted Average Shares,5256.42,5869.79,6180.80,6180.80,6180.80
Diluted EPS Excluding ExtraOrd Items,-0.00,-0.00,-0.00,-0.00,-0.00
DPS - Common Stock Primary Issue,0,0,0,0,0
Diluted Normalised EPS,0.00,-0.00,-0.00,0.00,-0.00
