Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,621.04,489.53,898.45,560.24,531.25
Total Revenue,621.04,489.53,898.45,560.24,531.25
"Selling/General/Admin. Expenses, Total",0,0,0,0,0
Depreciation/Amortisation,4.67,5.61,6.55,28.19,33.97
Unusual Expense (Income),0,0.00,-4.88,0.00,-14.55
"Other Operating Expenses, Total",79.27,80.37,129.63,77.16,76.23
Total Operating Expense,634.63,493.75,865.08,557.17,521.57
Operating Income,-13.59,-4.22,33.37,3.07,9.67
"Interest Inc.(Exp.),Net-Non-Op., Total",16.20,17.26,16.95,20.42,31.02
"Other, Net",4.24,4.59,6.23,6.91,8.89
Net Income Before Taxes,6.89,17.63,56.56,30.41,49.58
Provision for Income Taxes,2.08,8.97,19.45,11.85,20.13
Net Income After Taxes,4.81,8.65,37.11,18.56,29.46
Net Income Before Extra. Items,1.09,4.84,28.35,12.70,17.74
Net Income,1.09,4.84,28.35,12.70,17.74
Income Available to Com Excl ExtraOrd,1.09,4.84,28.35,12.70,17.74
Income Available to Com Incl ExtraOrd,1.09,4.84,28.35,12.70,17.74
Diluted Net Income,1.09,4.84,28.35,12.70,17.74
Diluted Weighted Average Shares,1913.23,1935.04,1936.49,1936.78,1938.12
Diluted EPS Excluding ExtraOrd Items,0.00,0.00,0.01,0.01,0.01
DPS - Common Stock Primary Issue,0.00,0.00,0.01,0.01,0.00
Diluted Normalised EPS,0.00,0.00,0.01,0.01,0.01
