Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,2.12,4.24,4.30,9.31,92.07
Total Revenue,2.12,4.24,4.30,9.31,92.07
"Selling/General/Admin. Expenses, Total",1.15,1.37,1.70,2.91,2.45
Depreciation/Amortisation,5.47,3.01,2.49,2.46,2.40
Unusual Expense (Income),2.25,-64.79,-15.88,-1.90,-1.68
"Other Operating Expenses, Total",0.19,18.13,2.65,2.78,-3.32
Total Operating Expense,11.15,-38.19,-5.33,13.90,82.60
Operating Income,-9.03,42.44,9.63,-4.59,9.47
"Interest Inc.(Exp.),Net-Non-Op., Total",-3.64,-3.65,0.00,-0.01,-0.38
"Other, Net",0,0,0,0,-0.00
Net Income Before Taxes,-12.67,38.79,9.63,-4.60,9.09
Provision for Income Taxes,0.00,0.00,0.00,-0.01,0.47
Net Income After Taxes,-12.67,38.79,9.63,-4.59,8.62
Net Income Before Extra. Items,-12.67,38.79,9.62,-4.77,7.27
Net Income,-12.73,38.73,9.98,-4.75,7.27
Income Available to Com Excl ExtraOrd,-12.67,38.79,9.62,-4.77,7.27
Income Available to Com Incl ExtraOrd,-12.73,38.73,9.98,-4.75,7.27
Diluted Net Income,-12.73,38.73,9.98,-4.75,7.27
Diluted Weighted Average Shares,4566.85,4875.31,24296.92,24296.92,24296.92
Diluted EPS Excluding ExtraOrd Items,-0.00,0.01,0.00,-0.00,0.00
DPS - Common Stock Primary Issue,0,0,0,0,0
Diluted Normalised EPS,-0.00,-0.01,-0.00,-0.00,0.00
