Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,-12.67,38.79,9.63,-4.60,9.09
Depreciation/Depletion,5.47,3.01,2.45,2.45,0.19
Non-Cash Items,4.49,-51.47,-13.83,0.19,-2.36
Cash Taxes Paid,0,0,0,-0.01,0.00
Changes in Working Capital,2.38,3.57,-3.24,-0.25,-27.42
Cash from Operating Activities,-0.33,-6.10,-4.99,-2.22,-20.51
Capital Expenditures,-0.18,-1.95,-0.78,-0.09,-0.07
"Other Investing Cash Flow Items, Total",0.00,37.69,1.88,-0.03,-5.99
Cash from Investing Activities,-0.18,35.73,1.10,-0.12,-6.06
Total Cash Dividends Paid,0,0,0,0,0
"Issuance (Retirement) of Stock, Net",0.00,0.61,0,0,0
Cash from Financing Activities,2.00,-8.21,0.00,0.10,20.88
Foreign Exchange Effects,0.01,-0.01,0.24,0.08,0.22
Net Change in Cash,1.50,21.40,-3.64,-2.16,-5.47
