Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,71.93,86.09,85.87,88.96,73.28
Total Revenue,71.93,86.09,85.87,88.96,73.28
"Selling/General/Admin. Expenses, Total",9.18,10.89,8.36,7.63,7.33
Depreciation/Amortisation,0.50,0,0,0,0
Unusual Expense (Income),-0.18,-0.28,-0.05,-0.07,-4.52
"Other Operating Expenses, Total",-1.60,-1.72,-0.43,-0.60,5.94
Total Operating Expense,72.11,84.92,81.15,80.23,71.12
Operating Income,-0.17,1.17,4.71,8.74,2.16
"Interest Inc.(Exp.),Net-Non-Op., Total",-0.98,-1.43,-1.53,-1.82,-1.13
"Other, Net",0,0,0,0,0
Net Income Before Taxes,-1.16,-0.25,3.18,6.92,1.03
Provision for Income Taxes,-0.97,-0.44,0.89,0.40,0.81
Net Income After Taxes,-0.19,0.18,2.30,6.52,0.22
Net Income Before Extra. Items,0.15,0.83,2.19,6.52,0.22
Net Income,0.15,0.83,2.19,6.52,0.22
Income Available to Com Excl ExtraOrd,0.15,0.83,2.19,6.52,0.22
Income Available to Com Incl ExtraOrd,0.15,0.83,2.19,6.52,0.22
Diluted Net Income,0.15,0.83,2.19,6.52,0.22
Diluted Weighted Average Shares,264.46,414.04,414.04,414.04,413.94
Diluted EPS Excluding ExtraOrd Items,0.00,0.00,0.01,0.02,0.00
DPS - Common Stock Primary Issue,0.00,0.00,0,0,0
Diluted Normalised EPS,0.00,0.00,0.01,0.02,0.00
