Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Cash,7.99,6.20,4.54,11.94,15.95
Short Term Investments,0,0,0,0,0
Cash and Short Term Investments,7.99,6.20,4.54,11.94,15.95
"Accounts Receivable - Trade, Net",21.16,24.25,22.71,20.91,13.83
"Total Receivables, Net",21.16,24.25,22.71,20.91,15.06
Prepaid Expenses,0,0,0,0,0.27
"Other Current Assets, Total",0.04,0.04,0.00,0.07,0.17
Total Current Assets,43.23,44.26,43.00,47.93,44.74
"Property/Plant/Equipment, Total - Gross",0,0,0,0,98.12
"Accumulated Depreciation, Total",0,0,0,0,-47.28
"Property/Plant/Equipment, Total - Net",50.86,54.06,51.19,53.94,50.84
"Goodwill, Net",0,0,0,0,0
"Intangibles, Net",18.75,18.04,17.87,17.75,11.29
Long Term Investments,0,0,0,0,0
Total Assets,113.19,117.17,112.14,119.63,106.87
Accounts Payable,0,0,0,0,0
Accrued Expenses,0,0,0,0,0
Notes Payable/Short Term Debt,0.00,0.00,0.00,0.00,0.00
"Other Current liabilities, Total",2.30,2.00,0.00,0,0.00
Total Current Liabilities,36.23,34.64,28.60,24.59,11.23
Total Long Term Debt,25.00,33.20,30.12,33.36,32.93
Total Debt,37.80,49.38,43.23,40.67,36.55
Deferred Income Tax,1.11,0.48,1.30,1.61,2.42
"Other Liabilities, Total",1.79,0,0,0,0
Total Liabilities,66.37,69.92,60.01,59.57,46.58
"Common Stock, Total",45.19,45.22,47.81,49.23,49.23
Retained Earnings (Accumulated Deficit),1.83,2.22,4.32,10.83,11.05
Treasury Stock - Common,0,0,0,0,0
Unrealised Gain (Loss),0,0,0,0,0
"Other Equity, Total",-0.19,-0.19,0.00,0,0.01
Total Equity,46.82,47.25,52.13,60.06,60.29
Total Liabilities & Shareholders' Equity,113.19,117.17,112.14,119.63,106.87
Total Common Shares Outstanding,363.44,363.84,396.26,413.94,413.94
"Tangible Book Value per Share, Common Eq",0.08,0.08,0.09,0.10,0.12
