Fiscal Year,2016,2018,2019,2020,2021
Period Ended,31 Dec 2016,31 Mar 2018,31 Mar 2019,31 Mar 2020,31 Mar 2021
Period Length,12 Months,15 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,92.74,111.88,82.23,74.70,60.26
Total Revenue,92.74,111.88,82.23,74.70,60.26
"Selling/General/Admin. Expenses, Total",21.31,24.69,19.85,21.33,17.07
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),0.16,0.77,-0.30,-1.09,0.13
"Other Operating Expenses, Total",-0.88,-0.76,-1.29,-3.11,-1.60
Total Operating Expense,91.10,109.90,81.68,84.47,71.88
Operating Income,1.64,1.98,0.55,-9.76,-11.62
"Interest Inc.(Exp.),Net-Non-Op., Total",0,0.00,0.15,0.75,2.01
"Other, Net",0,0,0,0,0
Net Income Before Taxes,1.64,1.98,0.70,-9.01,-9.61
Provision for Income Taxes,1.03,1.21,0.58,0.14,0.39
Net Income After Taxes,0.61,0.77,0.12,-9.15,-10.00
Net Income Before Extra. Items,0.15,0.74,0.03,-9.22,-10.14
Net Income,0.15,1.85,2.80,-9.22,-10.14
Income Available to Com Excl ExtraOrd,0.15,0.74,0.03,-9.22,-10.14
Income Available to Com Incl ExtraOrd,0.15,1.85,2.80,-9.22,-10.14
Diluted Net Income,0.15,1.85,2.80,-9.22,-10.14
Diluted Weighted Average Shares,90.00,90.00,90.00,97.70,105.39
Diluted EPS Excluding ExtraOrd Items,0.00,0.01,0.00,-0.09,-0.10
DPS - Common Stock Primary Issue,0,0.00,0,0,0
Diluted Normalised EPS,0.00,0.01,-0.00,-0.10,-0.10
