Fiscal Year,2016,2017,2018,2019,2020
Period Ended,30 Sep 2016,30 Sep 2017,30 Sep 2018,30 Sep 2019,30 Sep 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,25.05,23.88,17.74,14.26,14.28
Total Revenue,25.05,23.88,17.74,14.26,14.28
"Selling/General/Admin. Expenses, Total",7.37,7.28,6.13,5.88,5.57
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),0.00,0.05,0.00,0.01,0.33
"Other Operating Expenses, Total",0.63,0.75,0.37,0.11,-0.67
Total Operating Expense,21.76,22.94,18.79,15.99,15.05
Operating Income,3.29,0.94,-1.05,-1.73,-0.77
"Interest Inc.(Exp.),Net-Non-Op., Total",0,-0.01,-0.00,0.00,-0.25
"Other, Net",0,0,0,0,0
Net Income Before Taxes,3.29,0.93,-1.05,-1.73,-1.02
Provision for Income Taxes,0.55,0.02,-0.42,0.04,0.13
Net Income After Taxes,2.74,0.90,-0.63,-1.76,-1.15
Net Income Before Extra. Items,2.84,0.61,-1.00,-2.14,-1.47
Net Income,2.84,0.61,-1.00,-2.14,-1.47
Income Available to Com Excl ExtraOrd,2.84,0.61,-1.00,-2.14,-1.47
Income Available to Com Incl ExtraOrd,2.84,0.61,-1.00,-2.14,-1.47
Diluted Net Income,2.84,0.61,-1.00,-2.14,-1.47
Diluted Weighted Average Shares,112.00,112.00,112.00,112.00,112.00
Diluted EPS Excluding ExtraOrd Items,0.03,0.01,-0.01,-0.02,-0.01
DPS - Common Stock Primary Issue,0.01,0.01,0.01,0.00,0
Diluted Normalised EPS,0.03,0.01,-0.01,-0.02,-0.01
