Fiscal Year,2013,2014,2015,2016,2017
Period Ended,31 Dec 2013,31 Dec 2014,31 Dec 2015,31 Dec 2016,31 Dec 2017
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,51.62,53.06,49.95,9.61,-115.56
Depreciation/Depletion,42.11,32.58,22.24,15.38,16.85
Non-Cash Items,44.36,-81.30,9.62,52.99,48.44
Cash Taxes Paid,6.84,9.02,7.03,2.99,11.18
Changes in Working Capital,-560.53,-230.47,-125.46,-397.10,-169.20
Cash from Operating Activities,-422.43,-226.13,-43.65,-272.00,-214.12
Capital Expenditures,-13.47,-13.80,-28.78,-36.25,-15.98
"Other Investing Cash Flow Items, Total",-12.95,220.09,-74.81,-109.86,348.86
Cash from Investing Activities,-26.42,206.29,-103.59,-146.11,332.88
Total Cash Dividends Paid,-50.44,-51.58,-68.19,-74.33,-64.51
"Issuance (Retirement) of Stock, Net",1.69,-10.08,-23.99,0,0
Cash from Financing Activities,168.04,210.19,59.54,383.66,-47.64
Foreign Exchange Effects,14.38,9.12,4.14,-3.71,-7.07
Net Change in Cash,-266.43,199.46,-83.57,-38.16,64.05
