Fiscal Year,2013,2014,2015,2016,2017
Period Ended,31 Dec 2013,31 Dec 2014,31 Dec 2015,31 Dec 2016,31 Dec 2017
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,535.79,321.39,445.24,830.63,353.63
Total Revenue,535.79,321.39,445.24,830.63,353.63
"Selling/General/Admin. Expenses, Total",0,0,0,0,0
Depreciation/Amortisation,18.31,20.71,19.37,18.00,28.92
Unusual Expense (Income),23.80,11.87,2.86,0,0
"Other Operating Expenses, Total",68.81,-49.51,21.19,-3.55,-9.62
Total Operating Expense,451.30,222.19,332.89,637.20,332.36
Operating Income,84.49,99.20,112.35,193.44,21.27
"Interest Inc.(Exp.),Net-Non-Op., Total",-32.87,-46.14,-62.40,-50.50,-58.36
"Other, Net",0,0,0,0,0
Net Income Before Taxes,51.62,53.06,49.95,142.94,-37.09
Provision for Income Taxes,8.73,-5.75,-6.70,18.84,-3.42
Net Income After Taxes,42.90,58.81,56.65,124.10,-33.67
Net Income Before Extra. Items,44.03,57.47,52.45,118.32,-34.46
Net Income,44.03,57.47,52.45,3.83,-116.35
Income Available to Com Excl ExtraOrd,20.03,13.67,2.80,54.56,-89.26
Income Available to Com Incl ExtraOrd,20.03,13.67,2.80,-59.93,-171.15
Diluted Net Income,20.03,13.67,2.80,-59.93,-171.15
Diluted Weighted Average Shares,826.76,825.04,801.48,785.28,785.29
Diluted EPS Excluding ExtraOrd Items,0.02,0.02,0.00,0.07,-0.11
DPS - Common Stock Primary Issue,0.02,0.02,0.02,0.00,0
Diluted Normalised EPS,0.05,-0.10,-0.03,0.07,-0.15
