Fiscal Year,2016,2017,2018,2019,2020
Period Ended,30 Jun 2016,30 Jun 2017,30 Jun 2018,30 Jun 2019,30 Jun 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,15.66,26.40,227.32,48.76,15.71
Depreciation/Depletion,10.51,8.22,7.56,8.06,25.60
Non-Cash Items,9.69,-37.11,-186.87,-46.22,35.16
Cash Taxes Paid,31.72,31.93,15.98,13.49,0.23
Changes in Working Capital,-65.67,141.97,57.21,-470.66,200.80
Cash from Operating Activities,-29.81,139.48,105.22,-460.06,277.27
Capital Expenditures,-4.64,-7.73,-9.44,-9.51,-3.05
"Other Investing Cash Flow Items, Total",-226.16,368.63,73.19,9.67,53.87
Cash from Investing Activities,-230.81,360.90,63.75,0.16,50.82
Total Cash Dividends Paid,-23.45,-46.43,-46.47,-61.42,-38.45
"Issuance (Retirement) of Stock, Net",-15.12,0.47,-4.48,-10.72,0
Cash from Financing Activities,114.24,-368.58,-233.87,-109.66,58.75
Foreign Exchange Effects,-11.35,-2.11,4.49,-5.26,1.31
Net Change in Cash,-157.73,129.69,-60.42,-574.82,388.15
