Fiscal Year,2016,2017,2018,2019,2020
Period Ended,30 Jun 2016,30 Jun 2017,30 Jun 2018,30 Jun 2019,30 Jun 2020
Source,ARS,ARS,ARS,ARS,ARS
Cash,289.44,616.21,0,0,451.48
Short Term Investments,433.44,231.16,0,0,154.01
Cash and Short Term Investments,722.88,847.37,792.15,217.33,605.48
"Accounts Receivable - Trade, Net",30.62,12.00,57.71,24.10,11.99
"Total Receivables, Net",54.61,70.52,65.40,29.78,119.07
Prepaid Expenses,16.36,20.48,0,0,5.08
"Other Current Assets, Total",503.82,293.38,30.91,25.30,72.53
Total Current Assets,2548.00,1991.09,1552.60,1384.12,1810.42
"Property/Plant/Equipment, Total - Gross",177.94,174.63,0,0,165.91
"Accumulated Depreciation, Total",-61.49,-58.70,0,0,-74.30
"Property/Plant/Equipment, Total - Net",116.44,115.93,115.10,112.44,91.61
"Goodwill, Net",0,0,0,0,0
"Intangibles, Net",0,0,0,0,0
Long Term Investments,2081.01,2256.21,2494.92,2527.32,2605.83
Total Assets,4977.48,4615.84,4499.20,4359.64,4650.81
Accounts Payable,25.42,17.99,0,0,12.62
Accrued Expenses,83.81,65.32,0,0,37.31
Notes Payable/Short Term Debt,0.00,0.00,0.00,0.00,0.00
"Other Current liabilities, Total",64.23,128.44,63.27,33.82,147.35
Total Current Liabilities,260.80,216.00,159.76,95.74,208.66
Total Long Term Debt,1289.16,925.37,780.07,627.13,793.86
Total Debt,1376.51,929.62,780.07,627.13,805.23
Deferred Income Tax,65.17,38.14,36.57,36.05,33.72
"Other Liabilities, Total",29.83,20.61,13.55,18.09,29.24
Total Liabilities,1854.77,1321.36,1062.30,850.23,1140.40
"Common Stock, Total",838.25,838.25,838.25,838.25,838.25
Retained Earnings (Accumulated Deficit),2395.69,2401.34,2450.88,2374.79,2434.32
Treasury Stock - Common,-32.49,-30.60,0,0,-40.73
Unrealised Gain (Loss),22.60,25.46,0,0,-12.43
"Other Equity, Total",-101.33,60.02,147.78,296.38,291.00
Total Equity,3122.71,3294.47,3436.91,3509.42,3510.41
Total Liabilities & Shareholders' Equity,4977.48,4615.84,4499.20,4359.64,4650.81
Total Common Shares Outstanding,816.83,773.76,767.73,767.73,769.06
"Tangible Book Value per Share, Common Eq",3.82,4.26,4.48,4.57,4.56
