Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,-2.03,-4.23,-4.04,-0.59,-4.30
Depreciation/Depletion,1.60,1.49,1.15,2.50,2.66
Non-Cash Items,0.51,1.80,1.73,-0.08,3.54
Cash Taxes Paid,0.00,0.00,0.00,0,0
Changes in Working Capital,1.08,-0.22,-0.85,-1.73,0.43
Cash from Operating Activities,1.18,-1.15,-2.01,0.09,2.33
Capital Expenditures,-0.61,-0.34,-0.79,-0.17,-0.35
"Other Investing Cash Flow Items, Total",0.35,-0.20,0.27,0.40,0.49
Cash from Investing Activities,-0.26,-0.55,-0.52,0.23,0.14
Total Cash Dividends Paid,0,0,0,0,0
"Issuance (Retirement) of Stock, Net",2.81,0,0,0,0
Cash from Financing Activities,0.53,-2.04,2.30,-0.38,2.29
Foreign Exchange Effects,0,0,0,0,0
Net Change in Cash,1.45,-3.73,-0.23,-0.06,4.77
