Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,20.57,19.02,18.83,18.99,15.28
Total Revenue,20.57,19.02,18.83,18.99,15.28
"Selling/General/Admin. Expenses, Total",16.53,15.73,16.07,13.59,11.77
Depreciation/Amortisation,1.60,1.50,1.16,2.50,2.66
Unusual Expense (Income),0.49,1.50,1.70,0.00,2.37
"Other Operating Expenses, Total",1.88,2.65,2.26,1.91,1.67
Total Operating Expense,22.60,23.24,23.27,20.14,19.95
Operating Income,-2.03,-4.23,-4.44,-1.15,-4.67
"Interest Inc.(Exp.),Net-Non-Op., Total",0,0,0.40,0.56,0.37
"Other, Net",0,0,0,0,0
Net Income Before Taxes,-2.03,-4.23,-4.04,-0.59,-4.30
Provision for Income Taxes,-0.40,-0.00,0.73,0.00,0.00
Net Income After Taxes,-1.63,-4.23,-4.77,-0.59,-4.30
Net Income Before Extra. Items,-1.63,-4.23,-4.77,-0.59,-4.30
Net Income,-1.63,-4.23,-4.77,-0.59,-4.30
Income Available to Com Excl ExtraOrd,-1.63,-4.23,-4.77,-0.59,-4.30
Income Available to Com Incl ExtraOrd,-1.63,-4.23,-4.77,-0.59,-4.30
Diluted Net Income,-1.63,-4.23,-4.77,-0.59,-4.30
Diluted Weighted Average Shares,413.10,416.20,416.20,417.87,1093.73
Diluted EPS Excluding ExtraOrd Items,-0.00,-0.01,-0.01,-0.00,-0.00
DPS - Common Stock Primary Issue,0,0,0,0,0
Diluted Normalised EPS,-0.00,-0.01,-0.01,-0.00,0.00
