Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,1036.58,1292.17,656.97,789.45,671.13
Total Revenue,1036.58,1292.17,656.97,789.45,671.13
"Selling/General/Admin. Expenses, Total",54.94,88.89,54.99,65.24,55.56
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),0,-0.01,-0.06,-272.65,1.62
"Other Operating Expenses, Total",-2.97,12.45,-2.70,4.02,-29.50
Total Operating Expense,708.37,981.87,352.13,131.03,587.86
Operating Income,328.22,310.30,304.83,658.42,83.27
"Interest Inc.(Exp.),Net-Non-Op., Total",0,59.49,79.43,78.37,24.46
"Other, Net",0,0,0,0,0
Net Income Before Taxes,328.22,369.79,384.27,736.79,107.73
Provision for Income Taxes,49.56,49.07,41.41,47.44,28.41
Net Income After Taxes,278.66,320.72,342.86,689.35,79.32
Net Income Before Extra. Items,286.05,297.32,316.71,605.11,90.23
Net Income,286.05,297.32,316.71,605.11,90.23
Income Available to Com Excl ExtraOrd,286.05,297.32,316.71,605.11,90.23
Income Available to Com Incl ExtraOrd,286.05,297.32,316.71,605.11,90.23
Diluted Net Income,286.05,297.32,316.71,605.11,90.23
Diluted Weighted Average Shares,1413.24,1426.65,1432.60,1432.61,1432.67
Diluted EPS Excluding ExtraOrd Items,0.20,0.21,0.22,0.42,0.06
DPS - Common Stock Primary Issue,0.03,0.03,0.04,0.04,0.04
Diluted Normalised EPS,0.20,0.21,0.22,0.25,0.07
