Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,Interim Report,Interim Report,Interim Report,ARS,ARS
Cash,45.97,57.23,0,70.34,120.39
Short Term Investments,40.54,120.16,0,111.27,60.66
Cash and Short Term Investments,86.51,177.38,247.89,181.61,181.05
"Accounts Receivable - Trade, Net",60.45,283.42,177.93,49.99,58.92
"Total Receivables, Net",69.95,291.81,177.93,58.64,73.38
Prepaid Expenses,2.16,6.10,0,2.92,1.87
"Other Current Assets, Total",7.21,1.12,0.05,6.31,7.83
Total Current Assets,1237.81,816.67,692.50,430.57,385.69
"Property/Plant/Equipment, Total - Gross",0,640.79,0,1373.05,1396.95
"Accumulated Depreciation, Total",0,-187.23,0,-235.85,-287.90
"Property/Plant/Equipment, Total - Net",469.86,453.56,434.55,1137.19,1109.04
"Goodwill, Net",0,0,0,46.59,46.59
"Intangibles, Net",0,0,0,0,0
Long Term Investments,6811.22,6803.89,6913.53,7038.20,6952.29
Total Assets,8628.64,8261.17,8415.85,9024.63,8946.74
Accounts Payable,64.30,62.25,0,61.33,47.58
Accrued Expenses,49.86,76.56,0,36.32,39.00
Notes Payable/Short Term Debt,494.63,50.97,0.00,266.50,173.88
"Other Current liabilities, Total",119.90,136.88,51.99,159.65,140.19
Total Current Liabilities,1463.21,315.98,362.01,678.52,580.83
Total Long Term Debt,12.48,479.13,307.16,168.65,172.24
Total Debt,1241.63,530.92,449.44,589.86,526.31
Deferred Income Tax,54.94,64.60,57.54,146.37,142.93
"Other Liabilities, Total",56.78,54.83,60.70,58.26,53.24
Total Liabilities,2390.53,1731.63,1627.46,1724.88,1607.78
"Common Stock, Total",1525.32,1564.28,1565.38,1565.49,1565.69
Retained Earnings (Accumulated Deficit),4672.35,4920.92,5223.01,5675.33,5714.34
Treasury Stock - Common,0,0,0,0,0
Unrealised Gain (Loss),40.44,40.44,0,58.93,58.93
"Other Equity, Total",0,3.89,0,0,0
Total Equity,6238.11,6529.54,6788.39,7299.75,7338.96
Total Liabilities & Shareholders' Equity,8628.64,8261.17,8415.85,9024.63,8946.74
Total Common Shares Outstanding,1432.16,1432.16,1432.53,1432.57,1432.67
"Tangible Book Value per Share, Common Eq",4.36,4.56,4.74,5.06,5.09
