Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,4275.37,5099.23,5552.41,5800.42,4165.00
Depreciation/Depletion,308.12,314.69,316.64,401.94,424.00
Non-Cash Items,-357.26,124.67,7.56,-730.33,-574.00
Cash Taxes Paid,734.40,680.98,1084.64,753.94,822.00
Changes in Working Capital,-7024.60,-13812.68,760.55,2609.24,11518.00
Cash from Operating Activities,-2702.11,-8170.26,6739.34,8184.09,15637.00
Capital Expenditures,-422.05,-263.34,-297.20,-368.27,-384.00
"Other Investing Cash Flow Items, Total",3223.01,-564.23,-1961.19,-1395.85,-3955.00
Cash from Investing Activities,2800.96,-827.57,-2258.39,-1764.12,-4339.00
Total Cash Dividends Paid,-949.90,-1674.36,-1134.53,-636.18,-1501.00
"Issuance (Retirement) of Stock, Net",-107.00,-45.56,-2608.12,-103.82,-47.00
Cash from Financing Activities,-4818.94,11984.88,-4693.66,-1632.42,-7533.00
Foreign Exchange Effects,-4.29,-328.99,-236.37,-113.37,253.00
Net Change in Cash,-4724.37,2658.07,-449.08,4674.19,4018.00
