Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,0,0,0,0,0
Total Revenue,0,0,0,0,0
"Selling/General/Admin. Expenses, Total",0,0,0,0,0
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),0,0,0,0,0
"Other Operating Expenses, Total",0,0,0,0,0
Total Operating Expense,0,0,0,0,0
Operating Income,0,0,0,0,0
"Interest Inc.(Exp.),Net-Non-Op., Total",0,0,0,0,0
"Other, Net",0,0,0,0,0
Net Income Before Taxes,4275.37,5099.23,5552.41,5800.42,4165.00
Provision for Income Taxes,628.87,802.95,877.18,778.30,437.00
Net Income After Taxes,3646.49,4296.28,4675.23,5022.12,3728.00
Net Income Before Extra. Items,3473.09,4044.70,4491.99,4869.38,3586.00
Net Income,3473.09,4044.70,4491.99,4869.38,3586.00
Income Available to Com Excl ExtraOrd,3413.93,3982.63,4472.99,4810.38,3533.00
Income Available to Com Incl ExtraOrd,3413.93,3982.63,4472.99,4810.38,3533.00
Diluted Net Income,3413.93,3982.63,4472.99,4810.38,3533.00
Diluted Weighted Average Shares,4152.97,4192.46,4211.14,4311.17,4421.00
Diluted EPS Excluding ExtraOrd Items,0.82,0.95,1.06,1.12,0.80
DPS - Common Stock Primary Issue,0.36,0.37,0.43,0.53,0.32
Diluted Normalised EPS,0.81,0.93,1.05,1.10,0.79
