Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,69.09,52.48,40.37,38.32,38.22
Depreciation/Depletion,21.69,21.04,20.82,21.99,21.82
Non-Cash Items,-38.08,-11.32,-3.85,-4.41,-25.57
Cash Taxes Paid,8.43,16.80,9.90,10.83,4.31
Changes in Working Capital,-6.01,-20.42,-14.62,-8.72,-10.71
Cash from Operating Activities,46.68,41.79,42.71,47.18,23.76
Capital Expenditures,-6.10,-6.24,-18.25,-24.38,-13.14
"Other Investing Cash Flow Items, Total",26.32,-66.29,-0.24,-0.90,52.69
Cash from Investing Activities,20.22,-72.52,-18.49,-25.28,39.55
Total Cash Dividends Paid,-33.15,-5.86,-8.61,-29.06,-29.06
"Issuance (Retirement) of Stock, Net",0,0,0,0,0
Cash from Financing Activities,-25.80,-47.95,-48.51,-33.87,-57.79
Foreign Exchange Effects,3.32,-3.37,-10.97,-3.20,12.87
Net Change in Cash,44.41,-82.05,-35.26,-15.17,18.39
