Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Cash,45.69,38.41,29.82,26.08,43.80
Short Term Investments,297.36,222.59,195.92,184.48,185.16
Cash and Short Term Investments,343.06,261.00,225.74,210.57,228.96
"Accounts Receivable - Trade, Net",6.48,6.28,4.59,4.33,6.76
"Total Receivables, Net",8.61,8.25,6.57,5.23,8.86
Prepaid Expenses,2.45,2.83,2.93,2.85,2.69
"Other Current Assets, Total",0.29,1.48,0.21,0.21,0.21
Total Current Assets,355.24,274.39,236.17,219.60,241.38
"Property/Plant/Equipment, Total - Gross",1138.70,1138.10,1162.67,1153.04,1090.42
"Accumulated Depreciation, Total",-89.48,-110.48,-76.51,-94.89,-91.34
"Property/Plant/Equipment, Total - Net",1049.21,1027.63,1086.16,1058.16,999.09
"Goodwill, Net",1.45,1.41,1.33,0.65,0.70
"Intangibles, Net",0.09,0.09,0.08,0.08,0.09
Long Term Investments,229.62,300.32,294.54,302.52,288.00
Total Assets,1640.24,1607.94,1621.82,1581.39,1530.10
Accounts Payable,9.90,22.53,13.20,6.33,5.13
Accrued Expenses,10.58,11.18,3.82,2.37,2.00
Notes Payable/Short Term Debt,0.00,0.00,0.00,0.00,0.00
"Other Current liabilities, Total",30.98,6.34,7.05,13.81,12.89
Total Current Liabilities,60.01,80.12,58.01,53.46,47.86
Total Long Term Debt,136.66,60.58,24.55,27.10,4.85
Total Debt,145.21,100.65,58.49,58.04,32.68
Deferred Income Tax,138.12,145.28,159.33,150.94,142.86
"Other Liabilities, Total",0.32,0.00,0.00,0,0
Total Liabilities,335.11,285.99,241.89,231.50,195.57
"Common Stock, Total",422.00,455.92,502.54,502.54,502.54
Retained Earnings (Accumulated Deficit),328.66,322.65,293.50,290.90,299.17
Treasury Stock - Common,0,0,0,0,0
Unrealised Gain (Loss),627.34,629.94,704.61,687.16,623.82
"Other Equity, Total",-72.86,-86.57,-120.71,-130.71,-91.00
Total Equity,1305.14,1321.95,1379.93,1349.89,1334.53
Total Liabilities & Shareholders' Equity,1640.24,1607.94,1621.82,1581.39,1530.10
Total Common Shares Outstanding,663.03,690.32,726.54,726.54,726.54
"Tangible Book Value per Share, Common Eq",1.97,1.91,1.90,1.86,1.84
