Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,151.37,164.24,161.97,154.70,93.07
Total Revenue,151.37,164.24,161.97,154.70,93.07
"Selling/General/Admin. Expenses, Total",98.86,102.28,104.69,94.00,53.75
Depreciation/Amortisation,21.74,21.09,20.86,21.99,21.82
Unusual Expense (Income),-28.42,0.70,0.52,-1.19,3.71
"Other Operating Expenses, Total",-0.18,-0.05,-0.05,4.90,4.96
Total Operating Expense,84.02,112.96,116.81,115.10,61.20
Operating Income,67.35,51.27,45.17,39.60,31.87
"Interest Inc.(Exp.),Net-Non-Op., Total",1.74,1.21,-4.80,-1.28,6.35
"Other, Net",0,0,0,0,0
Net Income Before Taxes,69.09,52.48,40.37,38.32,38.22
Provision for Income Taxes,16.21,14.27,14.30,11.85,0.89
Net Income After Taxes,52.88,38.22,26.07,26.47,37.33
Net Income Before Extra. Items,52.88,38.22,26.07,26.47,37.33
Net Income,52.88,38.22,26.07,26.47,37.33
Income Available to Com Excl ExtraOrd,52.88,38.22,26.07,26.47,37.33
Income Available to Com Incl ExtraOrd,52.88,38.22,26.07,26.47,37.33
Diluted Net Income,52.88,38.22,26.07,26.47,37.33
Diluted Weighted Average Shares,663.03,675.21,705.41,726.54,726.54
Diluted EPS Excluding ExtraOrd Items,0.08,0.06,0.04,0.04,0.05
DPS - Common Stock Primary Issue,0.05,0.05,0.04,0.04,0.02
Diluted Normalised EPS,0.05,0.06,0.04,0.04,0.06
