Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,0,0,0,0,0
Depreciation/Depletion,0,0,0,0,0
Non-Cash Items,0,0,0,0,0
Cash Taxes Paid,-0.07,-6.20,-10.14,-12.84,-10.29
Changes in Working Capital,-15.07,0,0,0,0
Cash from Operating Activities,-15.91,41.71,68.38,75.45,80.57
Capital Expenditures,-0.95,-4.52,-7.39,-6.45,-6.30
"Other Investing Cash Flow Items, Total",0.81,-341.27,-26.79,-27.75,-56.31
Cash from Investing Activities,-0.15,-345.79,-34.17,-34.20,-62.60
Total Cash Dividends Paid,0,0,0,0,0
"Issuance (Retirement) of Stock, Net",50.13,0.00,133.02,0.11,0.00
Cash from Financing Activities,49.74,346.82,-15.06,-56.21,-61.06
Foreign Exchange Effects,1.36,-8.89,-0.50,0.93,-0.12
Net Change in Cash,35.04,33.85,18.65,-14.03,-43.22
