Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Cash,145.23,0,0,0,0
Short Term Investments,0.01,0,0,0,0
Cash and Short Term Investments,145.23,18.06,11.53,8.72,10.62
"Accounts Receivable - Trade, Net",48.88,70.11,72.77,50.41,5.50
"Total Receivables, Net",53.44,70.11,72.77,50.41,5.50
Prepaid Expenses,2.12,0,0,0,0
"Other Current Assets, Total",1.20,22.07,20.43,0.79,164.47
Total Current Assets,233.50,137.36,126.08,95.75,180.58
"Property/Plant/Equipment, Total - Gross",308.14,0,0,0,0
"Accumulated Depreciation, Total",-198.27,0,0,0,0
"Property/Plant/Equipment, Total - Net",109.87,77.11,78.84,97.72,18.89
"Goodwill, Net",0,0,0,0,2.37
"Intangibles, Net",0.11,0,0,0,0
Long Term Investments,0,0.00,0.10,0.10,0
Total Assets,358.62,214.47,205.02,193.57,201.84
Accounts Payable,75.27,0,0,0,0
Accrued Expenses,20.95,0,0,0,0
Notes Payable/Short Term Debt,2.00,0.00,0.00,0.00,0.00
"Other Current liabilities, Total",13.29,3.51,4.27,7.51,112.45
Total Current Liabilities,196.62,123.87,119.50,121.96,125.53
Total Long Term Debt,13.97,7.18,0.00,6.46,0.12
Total Debt,101.08,12.04,39.41,36.61,0.25
Deferred Income Tax,0.00,0,0,0,0
"Other Liabilities, Total",4.25,3.86,3.29,3.30,0
Total Liabilities,213.48,133.53,121.21,131.74,127.31
"Common Stock, Total",113.14,113.15,113.16,113.16,113.16
Retained Earnings (Accumulated Deficit),43.93,-32.20,-29.35,-51.33,-38.64
Treasury Stock - Common,-0.24,0,0,0,0
Unrealised Gain (Loss),0.00,0,0,0,0
"Other Equity, Total",-11.70,0,0,0,0
Total Equity,145.13,80.94,83.81,61.83,74.53
Total Liabilities & Shareholders' Equity,358.62,214.47,205.02,193.57,201.84
Total Common Shares Outstanding,470.88,468.96,468.96,468.15,468.22
"Tangible Book Value per Share, Common Eq",0.31,0.17,0.18,0.13,0.15
