Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,373.70,384.66,384.17,306.65,400.67
Total Revenue,373.70,384.66,384.17,306.65,400.67
"Selling/General/Admin. Expenses, Total",24.22,17.61,15.91,16.09,12.93
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),19.11,1.59,2.88,0,-0.12
"Other Operating Expenses, Total",0.01,5.24,-3.19,10.48,-0.56
Total Operating Expense,414.36,380.83,380.12,322.39,385.91
Operating Income,-40.66,3.82,4.05,-15.74,14.77
"Interest Inc.(Exp.),Net-Non-Op., Total",-5.99,-0.71,-0.25,0.03,0.01
"Other, Net",0,-0.37,-0.99,-1.97,-1.17
Net Income Before Taxes,-46.66,2.75,2.80,-17.68,13.61
Provision for Income Taxes,2.93,2.03,1.14,3.81,0.04
Net Income After Taxes,-49.59,0.72,1.66,-21.48,13.57
Net Income Before Extra. Items,-49.64,0.85,1.82,-21.37,14.11
Net Income,-12.10,-15.65,1.81,-41.54,29.14
Income Available to Com Excl ExtraOrd,-49.64,0.85,1.82,-21.37,14.11
Income Available to Com Incl ExtraOrd,-12.10,-15.65,1.81,-41.54,29.14
Diluted Net Income,-12.10,-15.65,1.81,-41.54,14.10
Diluted Weighted Average Shares,470.73,471.36,476.32,468.61,468.41
Diluted EPS Excluding ExtraOrd Items,-0.11,0.00,0.00,-0.05,-0.00
DPS - Common Stock Primary Issue,0.09,0.00,0,0,0
Diluted Normalised EPS,-0.08,0.00,0.01,-0.05,-0.00
