Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,-46.66,2.75,2.80,-17.68,13.61
Depreciation/Depletion,27.49,16.48,14.76,15.25,15.11
Non-Cash Items,26.21,-10.73,-11.47,7.11,0.46
Cash Taxes Paid,0.18,1.92,0.69,0.24,3.90
Changes in Working Capital,-6.92,-1.91,-34.78,13.42,13.17
Cash from Operating Activities,0.11,6.59,-28.70,18.11,42.34
Capital Expenditures,-19.02,-9.28,-17.07,-6.67,-3.66
"Other Investing Cash Flow Items, Total",122.48,5.17,14.62,-0.01,0.26
Cash from Investing Activities,103.46,-4.10,-2.45,-6.69,-3.40
Total Cash Dividends Paid,0.00,-40.03,0,0,0
"Issuance (Retirement) of Stock, Net",0.00,-0.12,-0.13,-0.04,0
Cash from Financing Activities,-6.83,-126.18,24.83,-16.15,-17.46
Foreign Exchange Effects,0.33,-3.48,-0.21,1.92,-1.21
Net Change in Cash,97.07,-127.18,-6.53,-2.81,20.27
