Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,Interim Report,ARS,ARS,ARS
Cash,0,40.02,0,0,0
Short Term Investments,0,0,0,0,0
Cash and Short Term Investments,45.45,40.02,59.49,51.84,72.09
"Accounts Receivable - Trade, Net",98.94,128.25,126.32,96.23,103.20
"Total Receivables, Net",98.94,129.01,126.32,96.23,103.20
Prepaid Expenses,0,0.46,0,0,0
"Other Current Assets, Total",0,0.55,0,0,0
Total Current Assets,163.48,199.01,211.96,170.44,204.36
"Property/Plant/Equipment, Total - Gross",0,126.00,0,0,0
"Accumulated Depreciation, Total",0,-60.06,0,0,0
"Property/Plant/Equipment, Total - Net",57.29,65.94,86.33,88.98,86.46
"Goodwill, Net",0,1.13,0,0,0
"Intangibles, Net",1.16,0.02,1.11,1.07,1.12
Long Term Investments,0,0,0,0,0
Total Assets,225.06,267.82,303.04,264.75,295.42
Accounts Payable,0,58.67,0,0,0
Accrued Expenses,0,15.04,0,0,0
Notes Payable/Short Term Debt,0.00,38.92,0.00,0.00,0.00
"Other Current liabilities, Total",2.01,5.47,0.99,0.64,1.29
Total Current Liabilities,109.43,140.40,142.82,98.65,108.25
Total Long Term Debt,1.34,0.22,18.49,17.84,11.64
Total Debt,37.14,61.45,87.17,62.60,65.39
Deferred Income Tax,1.67,0,1.53,2.97,3.00
"Other Liabilities, Total",1.18,1.22,1.43,2.13,1.93
Total Liabilities,120.53,150.71,174.40,130.66,135.57
"Common Stock, Total",31.44,31.44,31.44,31.44,31.44
Retained Earnings (Accumulated Deficit),73.09,87.15,97.21,102.64,128.41
Treasury Stock - Common,0,0,0,0,0
Unrealised Gain (Loss),0,0,0,0,0
"Other Equity, Total",0,-1.49,0,0,0
Total Equity,104.53,117.11,128.65,134.08,159.85
Total Liabilities & Shareholders' Equity,225.06,267.82,303.04,264.75,295.42
Total Common Shares Outstanding,157.20,157.20,157.20,157.20,157.20
"Tangible Book Value per Share, Common Eq",0.66,0.74,0.81,0.85,1.01
