Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,21.46,27.48,25.91,18.98,30.16
Depreciation/Depletion,6.32,6.45,6.94,10.10,10.99
Non-Cash Items,0.26,1.55,1.50,1.31,0.60
Cash Taxes Paid,4.42,5.74,5.60,3.25,3.89
Changes in Working Capital,-9.23,-42.57,-6.69,7.96,-15.97
Cash from Operating Activities,18.81,-7.09,27.67,38.35,25.79
Capital Expenditures,-9.18,-16.72,-30.44,-10.11,-4.20
"Other Investing Cash Flow Items, Total",0.30,0.66,0.57,0.92,0.80
Cash from Investing Activities,-8.89,-16.06,-29.87,-9.19,-3.39
Total Cash Dividends Paid,-4.72,-6.29,-4.72,-4.72,-3.14
"Issuance (Retirement) of Stock, Net",0,0,0,0,0
Cash from Financing Activities,-1.24,9.90,24.84,-34.09,-6.24
Foreign Exchange Effects,-1.15,-0.57,-1.28,-0.95,1.67
Net Change in Cash,7.53,-13.82,21.36,-5.89,17.82
