Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,228.53,302.96,333.33,288.62,303.07
Total Revenue,228.53,302.96,333.33,288.62,303.07
"Selling/General/Admin. Expenses, Total",30.22,33.02,34.81,32.68,34.16
Depreciation/Amortisation,0.00,0.00,0.00,0.00,0.00
Unusual Expense (Income),0.03,0.25,0.88,-0.07,-2.06
"Other Operating Expenses, Total",-1.00,-0.91,-2.78,-2.33,0.27
Total Operating Expense,206.04,274.23,305.72,267.33,271.12
Operating Income,22.49,28.73,27.61,21.29,31.94
"Interest Inc.(Exp.),Net-Non-Op., Total",-0.92,-1.09,-1.49,-2.12,-1.61
"Other, Net",-0.11,-0.17,-0.20,-0.18,-0.17
Net Income Before Taxes,21.46,27.48,25.91,18.98,30.16
Provision for Income Taxes,5.48,4.83,4.78,4.13,4.89
Net Income After Taxes,15.97,22.65,21.13,14.86,25.27
Net Income Before Extra. Items,14.51,20.35,19.34,14.34,23.13
Net Income,14.51,20.35,19.34,14.34,23.13
Income Available to Com Excl ExtraOrd,14.51,20.35,19.34,14.34,23.13
Income Available to Com Incl ExtraOrd,14.51,20.35,19.34,14.34,23.13
Diluted Net Income,14.51,20.35,19.34,14.34,23.13
Diluted Weighted Average Shares,157.20,157.20,157.20,157.20,157.20
Diluted EPS Excluding ExtraOrd Items,0.09,0.13,0.12,0.09,0.15
DPS - Common Stock Primary Issue,0.03,0.03,0.03,0.02,0.02
Diluted Normalised EPS,0.09,0.13,0.13,0.09,0.14
