Fiscal Year,2017,2018,2019,2020,2021
Period Ended,30 Apr 2017,30 Apr 2018,30 Apr 2019,30 Apr 2020,30 Apr 2021
Source,ARS,ARS,ARS,ARS,PRESS
Net Income/Starting Line,-1.69,-4.59,-4.04,-8.30,1.44
Depreciation/Depletion,5.41,5.32,4.86,4.09,4.01
Non-Cash Items,1.19,0.49,2.17,4.89,0.66
Cash Taxes Paid,1.63,0.23,-0.24,0.22,0.04
Changes in Working Capital,-3.49,-1.66,0.99,-4.47,-10.47
Cash from Operating Activities,2.60,0.45,4.88,-3.35,-4.33
Capital Expenditures,-0.94,-0.84,-0.43,-0.65,-0.29
"Other Investing Cash Flow Items, Total",2.18,0.32,-7.77,7.95,0.24
Cash from Investing Activities,1.25,-0.52,-8.20,7.30,-0.06
Total Cash Dividends Paid,-2.23,-0.56,0.00,0,0
"Issuance (Retirement) of Stock, Net",0,0.00,-0.50,0,0
Cash from Financing Activities,7.87,-0.70,-5.39,-5.99,-1.70
Foreign Exchange Effects,0.11,0.14,0.11,0.84,-0.42
Net Change in Cash,11.82,-0.63,-8.61,-1.20,-6.50
