Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,Interim Report,ARS,ARS,ARS
Cash,0,16697.21,9652.69,12191.82,16626.17
Short Term Investments,579.03,1101.10,664.69,1625.77,573.73
Cash and Short Term Investments,17583.38,17798.31,10317.37,13817.59,17199.90
"Accounts Receivable - Trade, Net",22.20,26.30,48.18,347.39,349.65
"Total Receivables, Net",4633.23,10420.23,16184.67,21493.70,23475.92
Prepaid Expenses,922.33,791.64,567.77,562.24,677.15
"Other Current Assets, Total",520.68,40.03,331.05,469.56,122.21
Total Current Assets,70610.50,63217.96,54600.33,69534.92,86267.65
"Property/Plant/Equipment, Total - Gross",4872.71,18208.39,20481.14,15032.87,12112.58
"Accumulated Depreciation, Total",-260.30,-286.18,-363.31,-509.64,-719.27
"Property/Plant/Equipment, Total - Net",4612.41,17922.22,20117.83,14523.23,11393.31
"Goodwill, Net",0,0,0,0,0
"Intangibles, Net",0.61,0.81,2.09,0.81,0.81
Long Term Investments,15505.12,19116.28,22059.32,37096.05,40965.55
Total Assets,93448.41,106201.36,106680.78,129895.31,146559.83
Accounts Payable,7926.99,7307.24,8246.98,8547.55,10464.09
Accrued Expenses,110.27,803.93,249.97,0,0
Notes Payable/Short Term Debt,0.00,0.00,0.00,0.00,0.00
"Other Current liabilities, Total",28733.19,26908.74,19600.84,30099.95,46701.68
Total Current Liabilities,46997.94,37576.98,36391.08,53159.31,65446.64
Total Long Term Debt,12438.48,30575.96,33438.41,31490.96,34726.91
Total Debt,22665.96,33133.02,41731.70,46002.78,43007.77
Deferred Income Tax,2243.61,2607.76,2831.59,4212.85,4544.46
"Other Liabilities, Total",1758.83,2737.85,1141.08,1124.93,1224.25
Total Liabilities,72401.62,83470.83,81650.68,101648.52,115355.68
"Common Stock, Total",7261.73,7261.73,7261.73,7261.73,7261.73
Retained Earnings (Accumulated Deficit),14521.76,15796.01,18846.37,22198.73,24378.60
Treasury Stock - Common,-47.01,-132.31,-132.31,-132.31,-132.31
Unrealised Gain (Loss),0,0,0,0,0
"Other Equity, Total",-689.69,-194.90,-945.69,-1081.36,-303.87
Total Equity,21046.79,22730.52,25030.10,28246.79,31204.15
Total Liabilities & Shareholders' Equity,93448.41,106201.36,106680.78,129895.31,146559.83
Total Common Shares Outstanding,1941.59,1931.54,1931.54,1931.53,1931.54
"Tangible Book Value per Share, Common Eq",10.84,11.77,12.96,14.62,16.15
