Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,7472.15,11362.22,10541.66,8795.06,7484.68
Depreciation/Depletion,32.09,33.21,87.52,192.58,316.03
Non-Cash Items,-301.27,-453.40,-321.47,-2791.38,-397.50
Cash Taxes Paid,2950.65,4072.28,4110.83,2787.05,2734.33
Changes in Working Capital,3086.46,-21588.74,-8797.63,-2451.88,-3520.88
Cash from Operating Activities,10289.43,-10646.71,1510.08,3744.37,3882.32
Capital Expenditures,-382.91,-1060.49,-464.77,-133.62,-78.48
"Other Investing Cash Flow Items, Total",-7750.46,-3570.87,-11944.15,62.67,-805.78
Cash from Investing Activities,-8133.37,-4631.36,-12408.92,-70.95,-884.26
Total Cash Dividends Paid,-141.84,-415.86,-630.45,-652.03,-660.72
"Issuance (Retirement) of Stock, Net",-47.01,-85.30,0.00,0,0
Cash from Financing Activities,-1708.82,15237.40,3547.38,-357.32,601.87
Foreign Exchange Effects,-380.85,255.60,-129.48,184.12,-217.62
Net Change in Cash,66.39,214.93,-7480.94,3500.22,3382.31
