Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 May 2016,31 May 2017,31 May 2018,31 May 2019,31 May 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,PROSPECTUS,ARS,ARS,ARS,ARS
Revenue,113.52,132.45,142.38,161.09,162.68
Total Revenue,113.52,132.45,142.38,161.09,162.68
"Selling/General/Admin. Expenses, Total",21.64,29.87,28.59,34.33,32.33
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),-4.56,-0.04,0.01,0.66,0.76
"Other Operating Expenses, Total",-0.65,-0.29,0.02,-0.34,-0.29
Total Operating Expense,96.21,119.85,132.99,153.17,155.45
Operating Income,17.31,12.60,9.38,7.92,7.22
"Interest Inc.(Exp.),Net-Non-Op., Total",-0.02,-0.01,-0.04,-0.14,-0.18
"Other, Net",-0.00,-0.00,0,0,-0.00
Net Income Before Taxes,17.29,12.59,9.34,7.77,7.04
Provision for Income Taxes,3.60,4.22,3.63,2.37,3.41
Net Income After Taxes,13.69,8.37,5.71,5.40,3.63
Net Income Before Extra. Items,12.90,6.57,6.01,5.19,2.96
Net Income,13.31,5.15,6.01,5.19,2.96
Income Available to Com Excl ExtraOrd,12.90,6.57,6.01,5.19,2.96
Income Available to Com Incl ExtraOrd,13.31,5.15,6.01,5.19,2.96
Diluted Net Income,13.31,5.15,6.01,5.19,2.96
Diluted Weighted Average Shares,114.40,114.40,114.40,114.40,113.14
Diluted EPS Excluding ExtraOrd Items,0.11,0.06,0.05,0.05,0.03
DPS - Common Stock Primary Issue,0,0,0.02,0.01,0.00
Diluted Normalised EPS,0.08,0.08,0.05,0.05,0.03
