Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,40.00,34.09,36.63,34.84,-11.10
Depreciation/Depletion,5.56,5.58,10.00,11.06,10.39
Non-Cash Items,-23.05,-10.31,-12.36,-7.02,24.55
Cash Taxes Paid,3.81,3.20,3.59,3.80,2.98
Changes in Working Capital,5.18,-28.17,-4.37,-18.80,-5.60
Cash from Operating Activities,27.69,1.19,29.90,20.08,18.24
Capital Expenditures,-26.25,-19.61,-6.30,-5.13,-0.47
"Other Investing Cash Flow Items, Total",-10.11,22.09,-3.22,0.87,3.19
Cash from Investing Activities,-36.36,2.48,-9.52,-4.26,2.72
Total Cash Dividends Paid,-5.75,-17.25,-5.75,-11.50,-11.50
"Issuance (Retirement) of Stock, Net",0.00,-0.08,0.00,0,0
Cash from Financing Activities,11.24,-10.72,-14.40,-20.60,-19.64
Foreign Exchange Effects,-0.01,0.01,0.01,0.02,0.12
Net Change in Cash,2.57,-7.04,5.99,-4.77,1.44
