Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,81.27,89.77,104.16,105.30,61.05
Total Revenue,81.27,89.77,104.16,105.30,61.05
"Selling/General/Admin. Expenses, Total",31.72,26.94,28.55,28.60,14.31
Depreciation/Amortisation,5.56,5.58,10.00,11.06,10.39
Unusual Expense (Income),0,0,0,0,0.08
"Other Operating Expenses, Total",21.63,27.79,33.04,31.78,19.90
Total Operating Expense,65.84,69.76,81.63,80.42,48.54
Operating Income,15.44,20.02,22.53,24.88,12.51
"Interest Inc.(Exp.),Net-Non-Op., Total",23.91,13.51,13.66,7.89,-26.71
"Other, Net",0.52,0.53,0.44,2.04,0.31
Net Income Before Taxes,40.00,34.09,36.63,34.84,-11.10
Provision for Income Taxes,3.21,10.41,4.66,6.67,0.35
Net Income After Taxes,36.80,23.69,31.97,28.18,-11.45
Net Income Before Extra. Items,37.08,23.69,31.97,28.18,-11.45
Net Income,37.08,23.69,31.97,28.18,-11.45
Income Available to Com Excl ExtraOrd,37.08,23.69,31.97,28.18,-11.45
Income Available to Com Incl ExtraOrd,37.08,23.69,31.97,28.18,-11.45
Diluted Net Income,37.08,23.69,31.97,28.18,-11.45
Diluted Weighted Average Shares,575.71,575.00,575.00,575.06,574.97
Diluted EPS Excluding ExtraOrd Items,0.06,0.04,0.06,0.05,-0.02
DPS - Common Stock Primary Issue,0.01,0.01,0.01,0.01,0.00
Diluted Normalised EPS,0.06,0.04,0.06,0.05,-0.02
