Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,832.35,921.67,900.95,740.70,697.91
Total Revenue,832.35,921.67,900.95,740.70,697.91
"Selling/General/Admin. Expenses, Total",100.49,39.67,53.83,57.24,83.76
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),-12.79,0,0,0,22.66
"Other Operating Expenses, Total",-0.54,-6.25,-21.32,-23.18,7.76
Total Operating Expense,896.79,883.04,872.04,772.24,828.67
Operating Income,-64.45,38.63,28.91,-31.53,-130.76
"Interest Inc.(Exp.),Net-Non-Op., Total",-12.13,-13.19,-15.86,-14.31,-11.75
"Other, Net",0,0,0,0,0
Net Income Before Taxes,-76.58,25.44,13.05,-45.84,-142.51
Provision for Income Taxes,-6.14,9.22,5.97,-6.98,5.31
Net Income After Taxes,-70.44,16.21,7.08,-38.86,-147.82
Net Income Before Extra. Items,-70.44,16.21,6.99,-39.12,-148.06
Net Income,-70.44,16.21,6.99,-39.12,-148.06
Income Available to Com Excl ExtraOrd,-70.44,16.21,6.99,-39.12,-148.06
Income Available to Com Incl ExtraOrd,-70.44,16.21,6.99,-39.12,-148.06
Diluted Net Income,-70.44,16.21,6.99,-39.12,-148.06
Diluted Weighted Average Shares,17.21,17.21,17.21,17.21,17.21
Diluted EPS Excluding ExtraOrd Items,-4.09,0.94,0.41,-2.27,-8.61
DPS - Common Stock Primary Issue,0,0,0,0,0
Diluted Normalised EPS,-4.58,0.94,0.41,-2.19,-7.75
