Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,-76.58,25.44,13.05,-45.84,-142.51
Depreciation/Depletion,34.46,29.46,31.15,33.28,33.69
Non-Cash Items,86.76,-10.04,9.10,59.27,112.69
Cash Taxes Paid,31.51,2.25,4.08,1.38,9.93
Changes in Working Capital,-29.46,-60.33,-31.19,15.43,-95.23
Cash from Operating Activities,15.18,-15.47,22.11,62.14,-91.36
Capital Expenditures,-18.05,-14.90,-33.15,-35.84,-48.95
"Other Investing Cash Flow Items, Total",-117.83,-29.00,0.69,0.66,400.48
Cash from Investing Activities,-135.88,-43.90,-32.45,-35.18,351.53
Total Cash Dividends Paid,0,0,0,0,0
"Issuance (Retirement) of Stock, Net",0,0,0,0,0
Cash from Financing Activities,39.85,-21.54,-114.23,-23.19,-126.91
Foreign Exchange Effects,0,0,0,0,0
Net Change in Cash,-80.85,-80.91,-124.57,3.76,133.26
