Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,Interim Report,ARS,ARS,ARS
Cash,0,0,0,0,0
Short Term Investments,0,0,0,0,0
Cash and Short Term Investments,288.70,198.05,63.75,87.51,197.27
"Accounts Receivable - Trade, Net",271.30,284.10,268.69,255.08,239.36
"Total Receivables, Net",271.30,284.10,268.69,255.08,239.36
Prepaid Expenses,73.74,92.62,84.64,70.75,131.69
"Other Current Assets, Total",0,0,0,0,40.37
Total Current Assets,691.47,631.27,487.27,456.02,644.85
"Property/Plant/Equipment, Total - Gross",0,0,0,0,0
"Accumulated Depreciation, Total",0,0,0,0,0
"Property/Plant/Equipment, Total - Net",241.31,262.57,265.32,265.55,211.07
"Goodwill, Net",0,0,0,0,0
"Intangibles, Net",0.00,0,0,0,0.00
Long Term Investments,476.10,498.47,510.50,472.90,0.00
Total Assets,1438.96,1422.20,1290.94,1221.58,881.95
Accounts Payable,255.66,227.17,240.67,154.38,119.63
Accrued Expenses,0,0,0,0,0
Notes Payable/Short Term Debt,360.85,326.67,221.40,271.19,149.71
"Other Current liabilities, Total",162.08,178.78,133.49,150.65,109.59
Total Current Liabilities,778.59,732.62,595.56,576.22,378.93
Total Long Term Debt,0.00,0.00,0.00,0.00,0.00
Total Debt,360.85,326.67,221.40,271.19,149.71
Deferred Income Tax,22.44,28.40,31.56,22.47,18.29
"Other Liabilities, Total",0,0,0,0,0
Total Liabilities,801.03,761.02,627.25,599.08,397.67
"Common Stock, Total",772.57,772.57,772.57,772.57,772.57
Retained Earnings (Accumulated Deficit),0.84,17.06,24.05,-15.07,-163.13
Treasury Stock - Common,-6.41,-6.41,-6.41,-6.41,-6.41
Unrealised Gain (Loss),0,0,0,0,0
"Other Equity, Total",-129.08,-122.05,-126.53,-128.60,-118.76
Total Equity,637.93,661.18,663.69,622.50,484.28
Total Liabilities & Shareholders' Equity,1438.96,1422.20,1290.94,1221.58,881.95
Total Common Shares Outstanding,17.21,17.21,17.21,17.21,17.21
"Tangible Book Value per Share, Common Eq",37.08,38.43,38.57,36.18,28.15
