Fiscal Year,2017,2018,2019,2020,2021
Period Ended,31 May 2017,31 May 2018,31 May 2019,31 May 2020,31 May 2021
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,PRESS
Revenue,56.13,71.46,88.24,107.26,118.99
Total Revenue,56.13,71.46,88.24,107.26,118.99
"Selling/General/Admin. Expenses, Total",12.30,13.90,15.15,13.16,15.55
Depreciation/Amortisation,0,0,0.73,0,0.31
Unusual Expense (Income),-0.09,-0.20,-0.54,-0.35,-2.19
"Other Operating Expenses, Total",-1.01,-1.42,-3.17,-2.72,-4.70
Total Operating Expense,57.43,70.07,85.13,95.51,99.16
Operating Income,-1.30,1.39,3.12,11.76,19.82
"Interest Inc.(Exp.),Net-Non-Op., Total",0,-2.28,-2.73,-3.37,-2.90
"Other, Net",-0.77,0.00,-0.21,0.04,0.23
Net Income Before Taxes,-2.08,-0.89,0.18,8.42,17.16
Provision for Income Taxes,-0.27,0.96,2.11,3.60,5.28
Net Income After Taxes,-1.81,-1.85,-1.93,4.82,11.87
Net Income Before Extra. Items,-2.23,-2.28,-2.13,4.70,11.53
Net Income,-2.27,-9.76,-2.13,4.70,11.53
Income Available to Com Excl ExtraOrd,-2.23,-2.28,-2.13,4.70,11.53
Income Available to Com Incl ExtraOrd,-2.27,-9.76,-2.13,4.70,11.53
Diluted Net Income,-2.27,-9.76,-2.13,4.70,11.53
Diluted Weighted Average Shares,658.08,686.37,688.53,773.93,776.34
Diluted EPS Excluding ExtraOrd Items,-0.00,-0.00,-0.00,0.01,0.01
DPS - Common Stock Primary Issue,0.00,0,0,0.00,0.00
Diluted Normalised EPS,-0.00,-0.00,-0.00,0.01,0.01
