Fiscal Year,2017,2018,2019,2020,2021
Period Ended,31 May 2017,31 May 2018,31 May 2019,31 May 2020,31 May 2021
Source,ARS,ARS,ARS,ARS,PRESS
Net Income/Starting Line,-2.12,-0.89,0.18,8.42,17.16
Depreciation/Depletion,6.10,6.45,8.95,15.38,15.63
Non-Cash Items,2.38,1.55,3.06,3.28,1.79
Cash Taxes Paid,1.43,2.50,2.17,2.99,4.63
Changes in Working Capital,-2.47,-2.61,-6.72,-3.97,-9.72
Cash from Operating Activities,4.72,5.76,6.20,23.42,25.17
Capital Expenditures,-23.60,-19.33,-2.32,-1.91,-4.33
"Other Investing Cash Flow Items, Total",-1.28,1.86,2.96,-1.04,5.14
Cash from Investing Activities,-24.88,-17.47,0.64,-2.95,0.82
Total Cash Dividends Paid,-3.80,0,0,0,0
"Issuance (Retirement) of Stock, Net",-0.16,0,0,6.59,-0.47
Cash from Financing Activities,-0.05,13.72,-10.21,-9.22,-16.96
Foreign Exchange Effects,0.02,0.06,0.05,0.14,-0.25
Net Change in Cash,-20.19,2.06,-3.33,11.40,8.77
