Fiscal Year,2017,2018,2019,2020,2021
Period Ended,31 May 2017,31 May 2018,31 May 2019,31 May 2020,31 May 2021
Source,ARS,Interim Report,ARS,ARS,PRESS
Cash,0,0,0,0,0
Short Term Investments,0,0,0,0,0
Cash and Short Term Investments,12.76,12.64,11.66,23.10,30.89
"Accounts Receivable - Trade, Net",19.12,22.77,31.47,35.25,48.41
"Total Receivables, Net",19.12,22.77,31.47,35.25,48.41
Prepaid Expenses,0.71,0.55,0.99,1.34,1.66
"Other Current Assets, Total",0,2.18,0,0,0
Total Current Assets,32.84,38.61,44.51,60.02,81.65
"Property/Plant/Equipment, Total - Gross",0,0,0,0,0
"Accumulated Depreciation, Total",0,0,0,0,0
"Property/Plant/Equipment, Total - Net",111.05,122.70,114.85,129.80,123.39
"Goodwill, Net",0,0,0,0,0
"Intangibles, Net",8.73,7.48,4.84,5.56,4.87
Long Term Investments,12.74,3.15,0.30,1.31,2.15
Total Assets,170.11,176.72,170.01,196.70,212.07
Accounts Payable,7.59,8.41,13.90,13.86,12.10
Accrued Expenses,0,0,0,0,0
Notes Payable/Short Term Debt,0.00,0.00,0.00,0.00,0
"Other Current liabilities, Total",9.04,8.27,5.96,11.95,14.89
Total Current Liabilities,28.00,42.17,30.35,43.51,42.65
Total Long Term Debt,49.78,52.91,62.45,68.53,77.51
Total Debt,61.14,78.40,72.94,86.23,93.17
Deferred Income Tax,2.00,0.45,0.43,0.56,1.22
"Other Liabilities, Total",2.07,4.32,3.03,2.52,2.32
Total Liabilities,87.06,105.08,101.19,119.94,123.70
"Common Stock, Total",78.17,78.17,78.17,85.15,85.15
Retained Earnings (Accumulated Deficit),6.10,-5.85,-8.67,-7.32,4.76
Treasury Stock - Common,-1.22,-0.67,-0.67,-1.06,-1.53
Unrealised Gain (Loss),0,0,0,0,0
"Other Equity, Total",0,0,0,0,0
Total Equity,83.05,71.64,68.82,76.76,88.38
Total Liabilities & Shareholders' Equity,170.11,176.72,170.01,196.70,212.07
Total Common Shares Outstanding,683.53,688.53,688.53,781.47,775.12
"Tangible Book Value per Share, Common Eq",0.11,0.09,0.09,0.09,0.11
