Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,299.41,164.66,196.85,212.43,215.68
Total Revenue,299.41,164.66,196.85,212.43,215.68
"Selling/General/Admin. Expenses, Total",32.92,35.21,37.70,36.33,33.84
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),-0.01,-7.35,-0.15,0.00,0.00
"Other Operating Expenses, Total",0.13,-8.17,-2.90,0.72,5.10
Total Operating Expense,66.34,-45.12,-66.14,-197.82,57.60
Operating Income,233.08,209.77,262.98,410.25,158.08
"Interest Inc.(Exp.),Net-Non-Op., Total",3.68,69.39,57.18,-45.25,12.61
"Other, Net",0,0,0,0,0
Net Income Before Taxes,236.76,279.16,320.16,365.00,170.68
Provision for Income Taxes,19.72,28.39,49.69,33.71,29.03
Net Income After Taxes,217.03,250.78,270.47,331.29,141.66
Net Income Before Extra. Items,216.76,249.26,270.04,332.31,137.07
Net Income,216.76,249.26,270.04,332.31,137.07
Income Available to Com Excl ExtraOrd,216.76,249.26,270.04,332.31,137.07
Income Available to Com Incl ExtraOrd,216.76,249.26,270.04,332.31,137.07
Diluted Net Income,216.76,249.26,270.04,332.31,137.07
Diluted Weighted Average Shares,666.15,665.72,665.48,665.23,703.34
Diluted EPS Excluding ExtraOrd Items,0.33,0.37,0.41,0.50,0.19
DPS - Common Stock Primary Issue,0.06,0.08,0.08,0.08,0.08
Diluted Normalised EPS,0.33,0.36,0.41,0.50,0.20
