Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,217.03,250.78,270.47,331.29,141.66
Depreciation/Depletion,0.85,1.11,0.71,0.68,0.78
Non-Cash Items,-79.31,-129.57,-87.90,-165.94,38.05
Cash Taxes Paid,31.42,19.50,24.16,25.60,18.70
Changes in Working Capital,39.57,-9.44,37.62,-25.96,-70.63
Cash from Operating Activities,178.15,112.88,220.90,140.08,109.85
Capital Expenditures,-0.98,-4.54,-4.93,-5.29,-9.09
"Other Investing Cash Flow Items, Total",21.52,5.51,-1170.15,83.35,-22.60
Cash from Investing Activities,20.54,0.97,-1175.09,78.06,-31.69
Total Cash Dividends Paid,-46.64,-39.94,-66.57,-66.52,-66.52
"Issuance (Retirement) of Stock, Net",-1.07,0.00,-1.15,0.00,-2.72
Cash from Financing Activities,-157.56,-70.60,1039.33,-201.98,-152.80
Foreign Exchange Effects,-1.43,-0.40,-5.94,-1.10,1.99
Net Change in Cash,39.69,42.85,79.21,15.06,-72.64
