Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,Interim Report,ARS,ARS,ARS
Cash,9.58,22.02,37.97,0,0
Short Term Investments,48.46,75.09,138.35,0,0
Cash and Short Term Investments,58.03,97.11,176.32,191.38,118.74
"Accounts Receivable - Trade, Net",18.29,16.84,12.94,12.94,24.73
"Total Receivables, Net",27.13,27.39,14.87,22.76,48.44
Prepaid Expenses,0.71,0.58,9.98,10.42,3.26
"Other Current Assets, Total",160.68,0.48,0.54,1.82,2.73
Total Current Assets,500.20,366.83,429.11,452.65,440.63
"Property/Plant/Equipment, Total - Gross",28.02,33.27,36.62,41.84,51.33
"Accumulated Depreciation, Total",-5.53,-6.57,-6.32,-6.96,-7.81
"Property/Plant/Equipment, Total - Net",22.48,26.70,30.30,34.88,43.53
"Goodwill, Net",0,0,0,0,0
"Intangibles, Net",0,0,0,0,0
Long Term Investments,3584.53,3966.15,5254.01,5457.33,5836.36
Total Assets,4394.72,4617.83,5970.84,6196.09,6326.26
Accounts Payable,0,0,0,0,0
Accrued Expenses,22.19,16.72,18.17,18.53,16.71
Notes Payable/Short Term Debt,0.00,0.00,0.00,0.00,0.00
"Other Current liabilities, Total",55.91,73.05,100.99,106.97,143.40
Total Current Liabilities,312.82,262.73,519.42,402.76,594.01
Total Long Term Debt,1111.03,1181.50,2067.57,2146.17,1995.63
Total Debt,1345.75,1354.46,2467.83,2423.42,2429.54
Deferred Income Tax,0.00,0,6.64,17.63,19.05
"Other Liabilities, Total",31.65,31.84,77.03,76.41,76.89
Total Liabilities,1469.44,1490.27,2685.37,2655.44,2702.13
"Common Stock, Total",156.05,156.05,156.05,156.05,156.05
Retained Earnings (Accumulated Deficit),2771.99,3045.24,3182.15,3448.48,3516.31
Treasury Stock - Common,0,-63.93,0,0,0
Unrealised Gain (Loss),0,0.00,0,0,0
"Other Equity, Total",-2.76,-9.80,-52.73,-63.88,-48.23
Total Equity,2925.28,3127.56,3285.48,3540.65,3624.13
Total Liabilities & Shareholders' Equity,4394.72,4617.83,5970.84,6196.09,6326.26
Total Common Shares Outstanding,665.72,665.72,665.23,665.23,664.02
"Tangible Book Value per Share, Common Eq",4.39,4.70,4.94,5.32,5.46
