Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,1299.95,1562.53,1617.39,1698.48,2311.06
Depreciation/Depletion,763.46,732.80,793.37,874.49,1055.44
Non-Cash Items,-43.70,216.24,-451.28,318.47,225.34
Cash Taxes Paid,306.75,285.76,388.04,247.15,406.50
Changes in Working Capital,-897.02,-2209.45,-459.79,443.48,-3041.61
Cash from Operating Activities,1123.45,303.33,1501.07,3337.55,552.79
Capital Expenditures,-777.39,-940.42,-1325.44,-1813.22,-1975.98
"Other Investing Cash Flow Items, Total",-33.17,86.87,-44.13,126.56,169.07
Cash from Investing Activities,-810.56,-853.56,-1369.57,-1686.66,-1806.91
Total Cash Dividends Paid,-371.24,-319.53,-494.89,-461.83,-618.58
"Issuance (Retirement) of Stock, Net",-6.84,21.62,2.91,31.08,-97.12
Cash from Financing Activities,-271.59,917.72,28.77,-1197.51,1788.74
Foreign Exchange Effects,0,0,0,0,0
Net Change in Cash,41.29,367.50,160.27,453.38,534.62
