Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,41401.69,43573.93,44497.71,42640.52,50526.79
Total Revenue,41401.69,43573.93,44497.71,42640.52,50526.79
"Selling/General/Admin. Expenses, Total",2491.78,2514.16,2634.40,2674.11,3473.16
Depreciation/Amortisation,0.76,1.23,0,0,0
Unusual Expense (Income),73.20,50.96,124.53,-18.13,-6.11
"Other Operating Expenses, Total",-84.46,-192.24,-50.52,-116.98,-158.13
Total Operating Expense,40252.46,41926.36,42348.34,40217.63,47818.34
Operating Income,1149.23,1647.57,2149.37,2422.89,2708.45
"Interest Inc.(Exp.),Net-Non-Op., Total",150.72,-85.04,-537.20,-724.41,-397.39
"Other, Net",0,0,0,0,0
Net Income Before Taxes,1299.95,1562.53,1612.17,1698.48,2311.06
Provision for Income Taxes,206.29,282.08,349.79,371.53,620.09
Net Income After Taxes,1093.66,1280.44,1262.37,1326.95,1690.97
Net Income Before Extra. Items,972.25,1280.44,1150.25,1267.99,1534.11
Net Income,972.25,1195.67,1124.95,1293.40,1534.11
Income Available to Com Excl ExtraOrd,972.25,1280.44,1150.25,1267.99,1534.11
Income Available to Com Incl ExtraOrd,972.25,1195.67,1124.95,1293.40,1534.11
Diluted Net Income,972.25,1195.67,1124.95,1293.40,1534.11
Diluted Weighted Average Shares,6319.00,6322.50,6327.56,6339.13,6356.28
Diluted EPS Excluding ExtraOrd Items,0.15,0.20,0.18,0.20,0.24
DPS - Common Stock Primary Issue,0.04,0.07,0.08,0.09,0.10
Diluted Normalised EPS,0.16,0.21,0.20,0.19,0.25
