Fiscal Year,2017,2018,2019,2020,2021
Period Ended,31 Mar 2017,31 Mar 2018,31 Mar 2019,31 Mar 2020,31 Mar 2021
Source,Interim Report,Interim Report,ARS,ARS,ARS
Cash,17.47,83.43,125.21,23.87,31.01
Short Term Investments,109.25,99.51,43.02,39.92,82.93
Cash and Short Term Investments,126.73,182.94,168.23,63.78,113.94
"Accounts Receivable - Trade, Net",7.65,8.94,8.98,9.61,13.94
"Total Receivables, Net",22.90,9.72,13.61,13.24,19.96
Prepaid Expenses,2.79,1.76,1.95,2.43,2.81
"Other Current Assets, Total",-4.18,-7.06,-3.77,-3.37,-0.29
Total Current Assets,387.32,303.32,212.43,100.21,157.72
"Property/Plant/Equipment, Total - Gross",583.52,556.45,542.10,568.56,648.74
"Accumulated Depreciation, Total",-208.51,-207.42,-208.34,-200.17,-242.20
"Property/Plant/Equipment, Total - Net",375.01,349.03,333.75,368.39,406.54
"Goodwill, Net",0,0,0,0,0
"Intangibles, Net",0,0,0,0,0
Long Term Investments,146.99,127.74,116.42,564.03,516.97
Total Assets,918.55,785.99,667.40,1039.85,1124.23
Accounts Payable,3.06,3.00,3.68,3.72,4.09
Accrued Expenses,14.53,16.19,15.35,10.75,7.89
Notes Payable/Short Term Debt,0.00,0.00,0.00,0.00,0.00
"Other Current liabilities, Total",28.22,30.19,19.27,12.90,22.89
Total Current Liabilities,45.81,49.37,144.02,50.23,55.34
Total Long Term Debt,364.92,209.48,0.00,421.13,444.52
Total Debt,364.92,209.48,105.71,443.98,465.00
Deferred Income Tax,13.02,8.27,7.35,4.63,5.24
"Other Liabilities, Total",0,0,0,81.93,87.28
Total Liabilities,423.74,267.12,151.37,561.40,598.63
"Common Stock, Total",144.63,144.69,144.69,144.69,144.69
Retained Earnings (Accumulated Deficit),346.54,394.30,433.36,450.22,414.92
Treasury Stock - Common,0,0,-17.55,-39.63,-0.36
Unrealised Gain (Loss),3.63,3.61,3.61,3.71,3.31
"Other Equity, Total",0.00,-23.73,-48.10,-80.54,-36.96
Total Equity,494.81,518.87,516.02,478.45,525.60
Total Liabilities & Shareholders' Equity,918.55,785.99,667.40,1039.85,1124.23
Total Common Shares Outstanding,863.97,864.09,828.35,782.98,781.93
"Tangible Book Value per Share, Common Eq",0.57,0.60,0.62,0.61,0.67
