Fiscal Year,2017,2018,2019,2020,2021
Period Ended,31 Mar 2017,31 Mar 2018,31 Mar 2019,31 Mar 2020,31 Mar 2021
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,314.65,453.30,304.22,195.08,113.81
Total Revenue,314.65,453.30,304.22,195.08,113.81
"Selling/General/Admin. Expenses, Total",112.33,115.16,112.04,69.38,28.72
Depreciation/Amortisation,11.89,10.92,9.93,11.60,12.92
Unusual Expense (Income),0.00,0.03,-1.48,0.00,0.05
"Other Operating Expenses, Total",22.16,23.59,24.69,48.69,24.75
Total Operating Expense,266.48,371.77,241.49,158.09,86.50
Operating Income,48.17,81.53,62.73,37.00,27.30
"Interest Inc.(Exp.),Net-Non-Op., Total",-9.22,-7.81,-3.88,-12.21,-12.28
"Other, Net",0,0,0,0,0
Net Income Before Taxes,38.95,73.72,58.85,24.79,15.03
Provision for Income Taxes,4.40,17.33,11.17,-2.93,4.30
Net Income After Taxes,34.55,56.39,47.69,27.72,10.73
Net Income Before Extra. Items,34.55,56.39,47.69,24.95,8.25
Net Income,34.55,56.39,47.69,24.95,8.25
Income Available to Com Excl ExtraOrd,34.55,56.39,47.69,24.95,8.25
Income Available to Com Incl ExtraOrd,34.55,56.39,47.69,24.95,8.25
Diluted Net Income,34.55,56.39,47.69,24.95,8.25
Diluted Weighted Average Shares,863.97,863.99,850.80,803.92,782.90
Diluted EPS Excluding ExtraOrd Items,0.04,0.07,0.06,0.03,0.01
DPS - Common Stock Primary Issue,0.01,0.01,0.01,0.01,0.01
Diluted Normalised EPS,0.04,0.07,0.05,0.03,0.01
