Fiscal Year,2017,2018,2019,2020,2021
Period Ended,31 Mar 2017,31 Mar 2018,31 Mar 2019,31 Mar 2020,31 Mar 2021
Source,ARS,ARS,ARS,ARS,ARS
Net Income/Starting Line,38.95,73.72,58.85,24.79,15.03
Depreciation/Depletion,11.89,10.92,9.93,11.60,12.92
Non-Cash Items,24.13,12.87,-7.32,11.98,19.58
Cash Taxes Paid,19.39,-0.86,17.83,8.68,0.72
Changes in Working Capital,-77.72,110.46,58.62,-8.89,-2.25
Cash from Operating Activities,-2.76,207.97,120.09,39.48,45.29
Capital Expenditures,-10.53,-3.90,-8.77,-6.24,-7.30
"Other Investing Cash Flow Items, Total",2.96,-11.36,7.14,-432.14,32.71
Cash from Investing Activities,-7.58,-15.26,-1.63,-438.38,25.41
Total Cash Dividends Paid,-4.32,-8.64,-8.62,-8.09,-3.92
"Issuance (Retirement) of Stock, Net",0,0.00,-17.55,-22.09,-0.37
Cash from Financing Activities,-7.32,-156.77,-129.38,311.37,-18.49
Foreign Exchange Effects,-1.54,4.08,2.75,-3.52,5.13
Net Change in Cash,-19.20,40.02,-8.17,-91.05,57.33
