Fiscal Year,2016,2017,2018,2019,2020
Period Ended,31 Dec 2016,31 Dec 2017,31 Dec 2018,31 Dec 2019,31 Dec 2020
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,ARS
Revenue,3.92,4.07,9.02,3.57,5.41
Total Revenue,3.92,4.07,9.02,3.57,5.41
"Selling/General/Admin. Expenses, Total",5.14,4.68,5.54,4.95,4.02
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),0.02,0.02,1.45,0.00,-0.11
"Other Operating Expenses, Total",0.78,0.30,-0.59,-0.48,4.11
Total Operating Expense,16.33,8.17,-16.60,19.44,33.08
Operating Income,-12.41,-4.10,25.62,-15.88,-27.67
"Interest Inc.(Exp.),Net-Non-Op., Total",-0.74,-0.67,-0.58,-0.59,-0.62
"Other, Net",0,0,0,0,0
Net Income Before Taxes,-13.16,-4.77,25.04,-16.47,-28.29
Provision for Income Taxes,-1.62,0.00,0.07,0.24,0.14
Net Income After Taxes,-11.54,-4.77,24.97,-16.71,-28.43
Net Income Before Extra. Items,-11.54,-4.77,24.97,-16.71,-28.43
Net Income,-11.54,-4.77,24.97,-16.71,-28.43
Income Available to Com Excl ExtraOrd,-11.54,-4.77,24.97,-16.71,-28.43
Income Available to Com Incl ExtraOrd,-11.54,-4.77,24.97,-16.71,-28.43
Diluted Net Income,-11.54,-4.77,24.97,-16.71,-28.43
Diluted Weighted Average Shares,85.29,85.29,85.29,85.29,85.29
Diluted EPS Excluding ExtraOrd Items,-0.14,-0.06,0.29,-0.20,-0.33
DPS - Common Stock Primary Issue,0,0,0,0,0
Diluted Normalised EPS,-0.14,-0.06,0.31,-0.20,-0.33
