Fiscal Year,2017,2018,2019,2020,2021
Period Ended,31 Mar 2017,31 Mar 2018,31 Mar 2019,31 Mar 2020,31 Mar 2021
Source,ARS,ARS,ARS,ARS,PRESS
Net Income/Starting Line,4.11,-7.08,-6.12,-2.77,-10.52
Depreciation/Depletion,3.35,3.25,2.78,2.99,2.64
Non-Cash Items,-11.69,7.19,-0.73,0.23,5.32
Cash Taxes Paid,0.30,1.27,0.50,0.08,0.02
Changes in Working Capital,-13.75,-14.39,-100.46,-0.46,-2.73
Cash from Operating Activities,-17.92,-11.03,-104.53,-0.01,-5.30
Capital Expenditures,-2.96,-2.68,-4.67,-2.13,-0.79
"Other Investing Cash Flow Items, Total",34.90,-23.03,22.42,1.84,0.00
Cash from Investing Activities,31.94,-25.71,17.76,-0.29,-0.79
Total Cash Dividends Paid,0,0,0,0,0
"Issuance (Retirement) of Stock, Net",0,11.08,0.00,0,0
Cash from Financing Activities,-16.90,52.46,79.85,1.07,4.84
Foreign Exchange Effects,0.01,-0.08,0.03,0.03,-0.02
Net Change in Cash,-2.87,15.65,-6.88,0.79,-1.26
