Fiscal Year,2017,2018,2019,2020,2021
Period Ended,31 Mar 2017,31 Mar 2018,31 Mar 2019,31 Mar 2020,31 Mar 2021
Period Length,12 Months,12 Months,12 Months,12 Months,12 Months
Source,ARS,ARS,ARS,ARS,PRESS
Revenue,16.15,26.71,18.68,20.37,8.32
Total Revenue,16.15,26.71,18.68,20.37,8.32
"Selling/General/Admin. Expenses, Total",19.12,21.22,17.29,13.84,8.60
Depreciation/Amortisation,0,0,0,0,0
Unusual Expense (Income),-8.80,-0.48,0.31,0.00,0.00
"Other Operating Expenses, Total",-5.83,-2.70,-0.24,-1.05,-1.17
Total Operating Expense,12.04,33.79,24.80,23.14,18.83
Operating Income,4.11,-7.08,-6.12,-2.77,-10.52
"Interest Inc.(Exp.),Net-Non-Op., Total",0,0,0,0,0
"Other, Net",0,0,0,0,0
Net Income Before Taxes,4.11,-7.08,-6.12,-2.77,-10.52
Provision for Income Taxes,1.89,0.96,-0.19,-0.08,0.12
Net Income After Taxes,2.21,-8.05,-5.93,-2.69,-10.63
Net Income Before Extra. Items,1.19,-7.78,-5.67,-1.77,-9.72
Net Income,1.19,-7.78,-5.67,-1.77,-9.72
Income Available to Com Excl ExtraOrd,1.19,-7.78,-5.67,-1.77,-9.72
Income Available to Com Incl ExtraOrd,1.19,-7.78,-5.67,-1.77,-9.72
Diluted Net Income,1.19,-7.78,-5.67,-1.77,-9.72
Diluted Weighted Average Shares,886.37,984.99,1107.96,1107.96,1107.96
Diluted EPS Excluding ExtraOrd Items,0.00,-0.01,-0.01,-0.00,-0.01
DPS - Common Stock Primary Issue,0,0,0,0,0
Diluted Normalised EPS,-0.00,-0.01,-0.00,-0.00,-0.01
